ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
7834;МБДОУ «Детский сад общеразвивающего вида №70» Сергиев Посад;;;;raduga-70.ru;53;568;141320, Сергиево-Посадский район, г. Пересвет, ул. Октябрьская, д.9;;;Анастасия Балакина;;Эльвира Галлямова;21.10.2020 19:52;25.10.2020 2:02
2761;"""Комплексный реабилитационно-образовательный центр"" ДО ОСП Раменки Центр образования № Кроц";Центр образования № Кроц;;;;78;510;город Москва, Мичуринский проспект, дом 33, корпус 2;11;83;Владислав Хаханов;Ильдар сказал, что не работаем с такими садами :(;Маргарита Палина;24.10.2017 12:24;05.03.2020 16:49
1834;"""Лукоморье"" ШО № 1 Школа № 1998";Школа № 1998;;;;78;510;Борисовские пруды 12-3;1;14;Анна Гладкая;;Анна Гладкая;05.10.2016 13:38;28.10.2019 21:07
5712;"""Московская Международная Школа"" Школа № 1498";Школа № 1498;;;;78;510;Мичуринский проспект, дом 23;11;83;Рустам Джанкараев;;Яна Козлова;31.07.2019 13:17;12.12.2019 18:44
6332;"""Начальная школа - детский сад №56 ""Родничок"" Пушкино";;8(496)533-19-16;;;53;562;Пушкинский, Ашукино, м-н Росхмель, 32а;;;Анастасия Балакина;50 чел в дс, плюс началка с 1 по 4 класс;Надежда Чихунова;25.03.2020 16:27;25.10.2020 1:30
2498;"""Ника"" Дошколята Школа № НИКА Дошколята Школа № НИКА";Школа № НИКА;;nounika@yandex.ru;;78;510;ул. Азовская 25-4;2;32;Надежда Дашиева;"Ни кто не записался, встречаться и смотреть ласточку не хочет, говорит результат будет тот же, родители не очень любят сюжетную сьемку с ее слов, у них штатный фотограф снимает ""репортажи"" вот такое родители любят. Сказала звоните в августе будем пробовать.";Анна Гладкая;21.06.2017 16:34;20.09.2019 9:11
7893;"""Центр развития ребенка - детский сад №2"" Электросталь";;;;https://estalsad2.edumsko.ru/;53;581;Московская область, город Электросталь, Бульвар 60-летия Победы, 6;;;Надежда Чихунова;;Эльвира Галлямова;22.10.2020 18:18;25.10.2020 15:53
5744;"""Школа ""Дмитровский"" имени В.П. Кислякова""";;;;;78;510;Дмитровское шоссе, дом 137А;8;27;Рустам Джанкараев;;Анастасия Гетманова;03.08.2019 0:43;19.11.2019 9:36
5621;"""Школа ""Интеллектуал""";;;;;78;510;Москва, Кременчугская улица, дом 11, строение 4;11;108;Рустам Джанкараев;;Нина Галаева;23.07.2019 15:17;19.11.2019 9:33
5606;"""Школа № 1636 ""НИКА""";;;;;78;510;115583, Москва, Елецкая улица, дом 12, корпус 3;;;Рустам Джанкараев;;Татьяна Гаврилова;24.06.2019 12:51;23.12.2019 15:20
5663;"""Школа Содружество"" Школа № 417";Школа № 417;;;;78;510;Москва, Красноказарменная улица, дом 11;3;48;Рустам Джанкараев;Выпускной отправлен!;Яна Козлова;26.07.2019 12:18;10.02.2020 12:44
6237;«Центр Развития Ребёнка детский сад №30» Ржавки;;;;;53;570;5, рабочий посёлок Ржавки(рядом с Зеликом);;;Надежда Чихунова;по фото Татьяна, не запомнила отчество;Надежда Чихунова;26.12.2019 15:36;02.09.2020 22:20
8059;(МОУ СОШ № 24) дошкольное отделение «Ласточка»(дс6) Подольск;;;;;53;560;г. Подольск, Красногвардейский б-р, дом № 21Б;;;Надежда Чихунова; Красногвардейский б-р, дом № 21Б   Марина Геннадьевна ст воспит  ;Надежда Чихунова;27.10.2020 12:55;27.10.2020 12:56
5660;1045 СП № 8 Гимназия № ГСГ;Гимназия № ГСГ;;;;78;510;город Москва, улица Корнейчука, дом 50А;7;10;Stager Prodaji;;Нина Галаева;26.07.2019 11:01;19.02.2020 9:50
7387;11 сад Воскресенск;;;;;53;518;Пионерская ул., 2, Воскресенск, Московская обл., 140200;;;Полина Туровцева;;Татьяна Гаврилова;13.05.2020 15:21;20.08.2020 10:27
5658;1444 СП № 5 Гимназия № ГСГ;Гимназия № ГСГ;;;;78;510;Алтуфьевское шоссе, дом 92, корпус 2;7;10;Рустам Джанкараев;;Нина Галаева;26.07.2019 10:55;23.12.2019 15:19
5649;1448 корпус 3 Школа № 192;Школа № 192;;;;78;510;город Москва, Ленинский проспект, дом 45;2;23;Илья Грачев;;Нина Галаева;25.07.2019 10:47;27.10.2020 19:09
5650;1501 ДО Костякова, д. 8 Школа № 218;Школа № 218;;;;78;510;город Москва, улица Костякова, дом 8;8;105;Илья Грачев;;Нина Галаева;25.07.2019 11:02;28.10.2020 11:38
5529;22 Балашиха, второе здание;;;;;53;512;Бояринова, 22;;;Надежда Чихунова;;Надежда Чихунова;20.03.2019 10:13;03.09.2020 17:08
5504;53 Красногорск;;+7(495)563-11-23;ds53mo@yandex.ru;;53;;ул. Лесная, д. 4а;;;Владислав Хаханов;Этот сад больше не снимаем!;Владислав Хаханов;21.11.2018 16:11;06.03.2020 11:57
5659;655 СП № 6 Гимназия № ГСГ;Гимназия № ГСГ;;;;78;510;город Москва, Алтуфьевское шоссе, дом 98, корпус 2;7;10;Stager Prodaji;;Нина Галаева;26.07.2019 10:58;19.02.2020 9:50
4312;AcademKids Саларьево;;8 (495) 975 93 82, 8 (800) 200 71 74;7261129@mail.ru;http://nikolin.malenkaystrana.ru/;78;510;ул. Николо-Хованская д.26А.;9;136;Анастасия Балакина;;Алиса Прокофьева;13.06.2018 15:57;03.09.2020 20:10
2567;Glory Kids Бородки Ранее Гусарская баллада;;;12mbdou@mail.ru;;53;;пос. ВНИИССОК, д.Бородки ул.Южная 17Г;;;Анна Гладкая;;Анна Гладкая;05.07.2017 12:24;25.10.2020 0:53
8114;Абрамовская основная общеобразовательная школа Орехово - Зуево Ильинское поселение;;;;https://ozr-shkabr.edumsko.ru/home;53;557;Московская область, Орехово-Зуевский городской округ, Ильинское сельское поселение, Абрамовка, 100, Б;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 18:17;29.10.2020 9:24
8115;Авсюнинская средняя общеобразовательная школа Орехово - Зуево п. Авсюнино;;;;https://ozr-shkavs.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, п.Авсюнино, ул.Ленина, 12а;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 18:20;29.10.2020 9:24
7941;АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ «ИНТЕЛЛЕКТ»;;;;;;;;;;Анастасия Балакина;Нателла, 8 903 189-21-99 мамочка;Анастасия Балакина;23.10.2020 10:53;23.10.2020 10:54
8004;"Автономная некоммерческая организация дошкольного образования Детский сад ""Семицветик"" Орехово - Зуево";;;;https://ozr-7swet.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, Куровское, ул. Кирова, дом 64;;;Надежда Чихунова;;Эльвира Галлямова;23.10.2020 20:32;29.10.2020 13:30
7748;Аксиньинский детский сад общеразвивающего вида «ВАСИЛЁК» Ступино;;;;http://2469.maam.ru;53;572;142854 Московская область, Ступинский район, с. Аксиньино, улица Молодёжная, владение 7.;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:46;25.10.2020 2:30
5664;Аленушка Гимназия № 1562;Гимназия № 1562;;;;78;510;город Москва, улица Перерва, дом 49, корпус 2;3;55;Надежда Дашиева;;Нина Галаева;26.07.2019 12:28;10.10.2019 11:39
7680;Алфимовский Детский сад Рябинка Ступино;;+7(49664)59-319;rabinka-alfimovo@yandex.ru;https://dsalfimovo-stupino.edumsko.ru/;53;572;д.Алфимово пр-д Новоселов вл.3;;;Анна Гладкая;;Екатерина Голованова;14.10.2020 17:32;25.10.2020 2:28
6073;Ангеловская школа;;8 (495)561-52-35;angelovo@mail.ru;https://angelovo.edumsko.ru/;53;540;Московская область, Красногорский район, с. Ангелово, школьная, 42;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 12:47;24.10.2020 22:07
6280;"Английский детский сад ""Discovery""";;+7 (929) 949-22-72, +7 (495) 367-06-88;;;53;555;Московская область, Одинцово, Можайское шоссе, 122;;;Илья Грачев;Новый сад;Данил Фёдоров;30.01.2020 14:15;27.10.2020 19:08
6233;АНО ДО «ЦДДО «Таланты и Способности»;;;talant-sposobnost@mail.ru;http://sad-tis.ru/contacts/;53;575;Химки, улица Юннатов, стр. 18;;;Анастасия Балакина;АНО ДО «ЦДДО «Таланты и Способности»;Екатерина Игнатова;26.12.2019 13:17;07.10.2020 17:09
5405;АНО ОЦ ЭОС;АНО ОЦ ЭОС;8 999 002-50-94;;;78;510;улица Сталеваров, дом 28;12;34;Рустам Джанкараев;;Нина Галаева;02.07.2018 14:04;25.08.2020 14:12
6150;АНОО ШКОЛА «ВЕКТОР» Мытищи;;8(495)583-04 -27;vector-school@mail.ru;https://vector-school.ru/o-shkole/;53;;Наш адрес: г. Мытищи, Новомытищинский проспект д.26а г. Мытищи, Новомытищинский проспект д.32а;;;Рустам Джанкараев;ВЫПУСКНЫЕ ОТСНЯТЫ!;Мария Сахарнова;15.11.2019 11:52;24.10.2020 23:42
8116;Анциферовская основная общеобразовательная школа Орехово - Зуево Анциферево;;;;https://ozr-shkanz.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, Анциферово, Школьная, 30;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:26;29.10.2020 9:24
6013;АОУ Гимназия №12;;8(498) 744-69-11, 8(498) 744-69-12;dolgoprudny12@mail.ru;http://www.dolgoprudny12.ru;53;524;г.Долгопрудный, Лихачевский проспект, д.68, корп. 2;;;Рустам Джанкараев; Часы приема ;Яна Козлова;23.08.2019 12:08;26.12.2019 15:40
6015;АОУ Гимназия №13;;8(495) 576-03-36;dolgoprudny13@mail.ru;http://dolgop13g.narod.ru/;53;524;г.Долгопрудный, ул.Молодежная, 10а;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 12:11;15.11.2019 12:34
5985;АОУ Школа №1;;8(495) 408-76-27, 8(495) 576-34-51;dolgoprudny01@mail.ru;https://firstschool.site/;53;524;г.Долгопрудный, Институтский переулок, д.1;;;Рустам Джанкараев;ВЫПУСКНЫЕ ОТСНЯТЫ!;Яна Козлова;23.08.2019 11:13;14.02.2020 15:09
6010;АОУ Школа №10;;8(495) 408-26-22;dolgoprudny10@mail.ru;http://www.dol-school10.ru/;53;524;г.Долгопрудный, ул.Спортивная, 3а;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 12:02;15.11.2019 12:34
6008;АОУ Школа №11;;8(499) 288-70-52 (секретарь, директор);dolgoprudny11nov@mail.ru;http://11.dolscool.ru/;53;524;г.Долгопрудный, просп.Ракетостроителей, д.11, корп.2;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 11:58;26.12.2019 15:39
6020;АОУ Школа №14;;8(495) 408-67-36;dolgoprudny14@mail.ru;http://dolschool14.ru/;53;524;г.Долгопрудный, Новый бульвар, д.21, к.3;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 12:42;23.12.2019 16:24
5997;АОУ Школа №6;;8(495) 408-73-36;dolgoprudny06@mail.ru;http://dol6school.edumsko.ru;53;524;г.Долгопрудный, ул.Октябрьская, д.33;;;Рустам Джанкараев;День и время приема посетителей:;Яна Козлова;23.08.2019 11:30;14.02.2020 15:11
6002;АОУ Школа №9;;8(495) 408-21-00;dolgoprudny09@mail.ru;http://dol9school.edumsko.ru;53;524;г.Долгопрудный, Московское шоссе, д.53а;;;Рустам Джанкараев;День и время приема посетителей:;Яна Козлова;23.08.2019 11:45;26.12.2019 15:32
6132;Арт академия Красногорск;;+7 901 742-35-45;;;53;540;ул. имени Зверева, 6, Красногорск;;;Илья Грачев;Инна Евгеньевна директор, администратор Татьяна;Надежда Чихунова;01.11.2019 18:42;27.10.2020 19:09
6133;Арт академия на Матвеевской;;;;;78;510;Матвеевская ул., 18, корп. 1;11;83;Анастасия Балакина;второй корпус в Красногорске;Надежда Чихунова;01.11.2019 18:45;30.08.2020 15:28
6074;Архангельская школа;;+7(498)653-88-03, +7(906)775-25-53;mouasoh@yandex.ru;https://mouasoh.edumsko.ru/;53;540;Московская область, городской округ Красногорск, поселок Архангельское;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 12:50;24.10.2020 22:07
5943;Барвихинская школа;;+7 (495) 635-82-42;barvikha@inbox.ru;http://barvikha.odinedu.ru/;53;;Московская область, Одницовский р-н, поселок санатория «Барвиха», школа;;;Даниил Абрамов;Выпускной отснят!;Мария Сахарнова;19.08.2019 10:24;25.10.2020 0:59
6126;Барыбинская школа;;8-496-796-42-41;shushminceva-elena@rambler.ru;https://domodbarsch.edumsko.ru/;53;525;Московская область, Домодедово, микрорайон Барыбино, ул.Макаренко, д.31;;;Рустам Джанкараев;;Мария Сахарнова;23.10.2019 11:52;24.10.2020 20:57
5623;Бауманская инженерная школа № 1580;;;;;78;510;Москва, Балаклавский проспект, дом 6А;1;115;Рустам Джанкараев;Выпускной отправлен!;Нина Галаева;23.07.2019 15:37;10.02.2020 13:41
6217;Беби-Клуб в Кожухово;;8 (499) 110-11-63, 8 (966) 375-40-07;;;78;510;;3;;Анна Гладкая;Ждем Вас по адресу:;Екатерина Игнатова;05.12.2019 9:15;15.09.2020 11:12
6238;без названия Голубое;;;;;53;570;9, жилой комплекс Мелодия Леса, д. Голубое;;;Анастасия Балакина;новый сад, в яндексе нет названия и телефона;Надежда Чихунова;26.12.2019 15:56;30.08.2020 15:29
5900;Белоусовская школа №4 Балашиха;;+7 (495) 521-28-70;balschool4@ya.ru;https://bal-sch4.edumsko.ru;53;512;Московская область, Балашиха, Орджоникидзе, 14;;;Рустам Джанкараев;;Мария Сахарнова;14.08.2019 14:37;20.01.2020 17:01
7682;Березнецовский Детский сад Ромашка Ступино;;+7(496)641-19-27;berezromaska@yandex.ru;https://dsberez-stupino.edumsko.ru/;53;572;с.Березнецово ул.Парковая вл.8;;;Анна Гладкая;;Екатерина Голованова;14.10.2020 17:37;25.10.2020 2:28
7749;Большеалексеевский детский сад комбинированного вида «КАЛИНКА» Ступино;;;;http://мадоукалинка.рф;53;572;142853, Московская обл., Ступинский район, с. Большое Алексеевское, ул. Школьная, вл. 4;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:50;25.10.2020 2:30
7491;Большегрызловский детский сад общеразвивающего вида Рябинка Серпухов;;+7(4967)33-82-74;bgrjabinka@yandex.ru;http://serpds-bgrybinka.edumsko.ru;53;561;д.Большое Грызло д.58;;;Анна Гладкая;;Нина Галаева;07.10.2020 14:12;28.10.2020 11:02
5783;Бутовская Школа №1;;8(498)913-09-62;butovo-sosh@bk.ru;https://lenschb-1.edumsko.ru/;53;;"Московская область, Ленинский район, д. Бутово, жилой комплекс ""Бутово-Парк"", дом 27";;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;09.08.2019 11:06;26.12.2019 14:04
5794;Бутовская Школа №2;;+7(498)917-69-30;oia2008@yandex.ru;https://lenschb-2.edumsko.ru/;53;516;Московская область, Ленинский район, д. Дрожжино, ул. Южная, д. 25, корп. 1;;;Рустам Джанкараев;Общение стоит возобновлять с этим комплексом после смены директора!;Мария Сахарнова;09.08.2019 13:53;05.02.2020 10:04
6208;Быковская школа;;84967676740;bikovo_school@mail.ru;https://bikovopodr.edumsko.ru/;53;560;Подольск, п.Быково, улица Школьная, дом 9;;;Надежда Чихунова;День и время приема посетителей:;Иван Кононов;26.11.2019 16:24;27.10.2020 9:43
7483;Васильевский детский сад комбинированного вида Василек Серпухов;;+7(4967)70-42-00;mdoyvasilek2012@yandex.ru;http://mdoyvasilek-serp.edumsko.ru;53;561;д.Васильевское д.1В;;;Анна Гладкая;;Нина Галаева;07.10.2020 13:44;25.10.2020 2:45
8117;Верейская средняя общеобразовательная школа № 19 Орехово - Зуево го Верея;;;;https://ozr-shkver.edumsko.ru/comformtoarticle29;53;557;Московская область, Орехово-Зуевский городской округ, Верея, улица Школьная, 6;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:28;29.10.2020 9:24
1720;"Вертикаль Корпус №1 ""Теремок"" Гимназия № 1748";Гимназия № 1748;;;;78;510;16-я Парковая улица, дом 53;12;90;Илья Грачев;;Егор Дмитриев;25.09.2016 20:42;28.10.2020 12:25
7423;Веснушки(Истра);;;;;53;;Истринский район, дер Веретенки, коттеджный поселок Оранж клаб, д 55-2. марку и номер машины заранее для пропуска!!;;;Надежда Чихунова;в саду 12 человек!!!;Надежда Чихунова;25.09.2020 18:40;29.10.2020 12:04
8078;Вечерняя (сменная) общеобразовательная школа № 8 Воскресенск;;;;https://vos-school-8.edumsko.ru/;53;518;Московская область, Воскресенск, городской округ Воскресенск, Советская, здание 9;;;Анна Гладкая;;Эльвира Галлямова;27.10.2020 16:19;27.10.2020 17:28
8118;Войново-Горская основная общеобразовательная школа № 23 Орехово - Зуево д.Войново-Гора;;;;https://ozr-shkvgor.edumsko.ru/home;53;557;Московская область, Орехово-Зуевский городской округ, деревня Войново-Гора, Новая, дом 138-А;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:32;29.10.2020 9:24
5793;Володарская школа;;8(495)548-71-57;volodschool@yandex.ru;https://lenschvolodarka.edumsko.ru/;53;;Московская область, Ленинский район пос. Володарского, поселок Володарского, Текстильная, дом 16;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;09.08.2019 11:49;26.12.2019 14:14
6195;Волшебная страна;;;;;53;550;дер Мотяково, 65 корп 15;;;Илья Грачев;дер Мотяково, 65 корп 15;Надежда Чихунова;22.11.2019 17:26;27.10.2020 19:08
6561;ГБДОУ №10 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Партизана Германа, 21, корп. 2, литер А;;;Владислав Хаханов;311;Надежда Чихунова;14.04.2020 17:54;30.09.2020 11:43
6866;ГБДОУ 76 Красносельского района;;;;;79;787;ул. Маршала Казакова, 38, корп. 2;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 19:15;30.09.2020 11:43
6593;ГБДОУ №11 Красносельского района Санкт-Петербурга;;7 812 744-18-54, +7 812 744-19-12;;;79;787;ул. Лётчика Пилютова, 15, корп. 2;;;Владислав Хаханов;300;Надежда Чихунова;14.04.2020 19:40;30.09.2020 11:43
6597;ГБДОУ №12 Красносельского района;;+7 812 735-45-13, +7 812 735-45-53;gdoy12@yandex.ru;;79;787;просп. Ветеранов, 126,;;;Владислав Хаханов;250;Надежда Чихунова;14.04.2020 19:50;30.09.2020 11:43
6601;ГБДОУ №14 Красносельского района;;;;;79;787;ул. Партизана Германа, 43, корп. 2;;;Владислав Хаханов;;Надежда Чихунова;14.04.2020 19:57;30.09.2020 11:43
6612;ГБДОУ №27 Красносельского района;;;;;79;787;ул.Тамбасова, дом 8 корпус 3;;;Владислав Хаханов;280;Надежда Чихунова;14.04.2020 20:48;30.09.2020 11:43
6678;ГБДОУ №31 Красносельского района;;;;;79;787;ул. Добровольцев, 22, корп. 2,;;;Владислав Хаханов;311;Надежда Чихунова;15.04.2020 13:49;30.09.2020 11:44
6725;ГБДОУ №37 Красносельского района;;;;;79;787;, улица Здоровцева, д.27, корпус 3, Литер А;;;Владислав Хаханов;300 ;Надежда Чихунова;15.04.2020 14:31;30.09.2020 11:44
6775;ГБДОУ №59 Красносельского района;;;;;79;787;Заречная ул., 18, территория Горелово;;;Владислав Хаханов;129;Надежда Чихунова;15.04.2020 16:23;30.09.2020 11:44
6820;ГБДОУ №64 Красносельского района;;;;;79;787;Ленинский просп., 93, корп. 3;;;Владислав Хаханов;5 гр с ЗПР и нарушением речи;Надежда Чихунова;15.04.2020 17:54;30.09.2020 11:44
6570;"ГБДОУ №68 Красносельского района ""Росток""";;+7 812 743-32-58;ds68Rostok@obr.gov.spb.ru;;79;787;просп. Маршала Жукова, 37, корп. 2;;;Владислав Хаханов;302;Надежда Чихунова;14.04.2020 18:28;30.09.2020 11:44
6552;ГБДОУ №7 Красносельского района;;;;;79;787;улица Летчика Пилютова дом 42, литер А;;;Владислав Хаханов;227 списочно;Надежда Чихунова;14.04.2020 17:28;30.09.2020 11:44
6743;ГБДОУ д/с № 41 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Гвардейская, д. 19, к. 2, лит. А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 14:56;30.09.2020 11:44
6746;ГБДОУ д/с № 43 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Пионерстроя, 12, корп. 2;;;Владислав Хаханов;115;Надежда Чихунова;15.04.2020 15:03;30.09.2020 11:44
6749;ГБДОУ д/с № 44 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Пограничника Гарькавого, 37, корп. 2;;;Владислав Хаханов;118;Надежда Чихунова;15.04.2020 15:10;30.09.2020 11:44
6758;ГБДОУ д/с № 49 Красносельского района Санкт-Петербурга;;;;;79;787;Петергофское шоссе, дом 7, корпус 2, лит. А;;;Владислав Хаханов;280;Надежда Чихунова;15.04.2020 15:31;30.09.2020 11:44
6761;ГБДОУ д/с № 50 Красносельского района Санкт-Петербурга;;;;;79;787;Петергофское шоссе, дом 1, корпус 3, лит. А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 15:38;30.09.2020 11:45
6763;ГБДОУ д/с № 51 Красносельского района Санкт-Петербурга;;;;;79;787;,пр. Ветеранов, дом 139, корпус 2, литера А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 15:46;30.09.2020 11:45
6768;ГБДОУ д/с № 53 Красносельского района Санкт-Петербурга;;;;;79;787;улица Маршала Захарова, дом 27, корпус 4, литер А;;;Владислав Хаханов;мой садик с Киндеров, несколько корпусов;Надежда Чихунова;15.04.2020 16:00;30.09.2020 11:45
6770;ГБДОУ д/с № 54 Красносельского района Санкт-Петербурга;;;;;79;787;Петергофское ш., 11, корп. 2;;;Владислав Хаханов;280, 3 группы раннего возраста;Надежда Чихунова;15.04.2020 16:08;30.09.2020 11:45
6773;ГБДОУ д/с № 56 Красносельского района Санкт-Петербурга;;;;;79;787;ул.Массальского д.7 литера А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 16:14;30.09.2020 11:45
6795;ГБДОУ д/с № 60 Корпус 2;;;;;79;787;Маршала Захарова, 19 к2;;;Владислав Хаханов;560 в двух корпусах;Надежда Чихунова;15.04.2020 17:19;30.09.2020 11:45
6806;ГБДОУ д/с № 62 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Десантников, 20, корп. 2;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 17:36;30.09.2020 11:45
6841;ГБДОУ д/с № 67 «Волшебник» Красносельского района;;;;;79;787;Ленинский проспект дом 97 корпус 2 лит.А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 18:19;30.09.2020 11:45
6800;ГБДОУ детский сад 61 Красносельского района;;;;;79;787;ул. Доблести, 24, корп. 2;;;Владислав Хаханов;300;Надежда Чихунова;15.04.2020 17:28;30.09.2020 11:46
6579;ГБДОУ детский сад № 2 Красносельского района Санкт-Петербурга;;8812741-74-37, 7 812 741-16-36;ds02@obr.gov.spb.ru;;79;787;улица Спирина, дом 2, корпус 2, литера А;;;Владислав Хаханов;;Надежда Чихунова;14.04.2020 19:08;30.09.2020 11:46
6608;ГБДОУ детский сад № 22 Красносельского района;;;sad22kr@obr.gov.spb.ru;;79;787;ул. Партизана Германа, д.37, к.2, литерА;;;Владислав Хаханов;280;Надежда Чихунова;14.04.2020 20:23;30.09.2020 11:46
6610;ГБДОУ детский сад № 25 Красносельского района Санкт-Петербурга;;;ds25@obr.gov.spb.ru;;79;787;просп. Народного Ополчения, 209, корп.;;;Владислав Хаханов;360;Надежда Чихунова;14.04.2020 20:36;30.09.2020 11:46
6611;ГБДОУ детский сад № 26;;;ds26@obr.gov.spb.ru;;79;787;Авангардная ул., 25;;;Владислав Хаханов;124;Надежда Чихунова;14.04.2020 20:43;30.09.2020 11:46
6614;ГБДОУ детский сад № 29 Красносельского района;;;;;79;787;просп. Ветеранов, 132;;;Владислав Хаханов;300;Надежда Чихунова;14.04.2020 21:07;30.09.2020 11:46
6681;ГБДОУ детский сад № 32 Красносельского района Санкт-Петербурга;;;;;79;787;пр Ветеранов, дом 148, корпус 1, литер А(адрес с сайта) адрес в яндексе ул. Тамбасова, 11;;;Владислав Хаханов;330;Надежда Чихунова;15.04.2020 13:58;30.09.2020 11:46
6739;ГБДОУ детский сад № 39 Красносельского района СПб;;;;;79;787;улица Добровольцев, дом 14/2;;;Владислав Хаханов;327;Надежда Чихунова;15.04.2020 14:45;30.09.2020 11:47
