ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
3278;Детский сад № 1622 Школа № 920;Школа № 920;;;;78;510;город Москва, Перовская улица, дом 27;12;77;Анастасия Балакина;Все сады через школу № 920.;Лола Исмаилова;28.12.2017 14:13;03.09.2020 20:15
2060;"Детский сад № 1623 ДО ""Детство"" Школа № 1434";Школа № 1434;;;;78;510;улица Раменки, дом 13, корпус 3;11;83;Надежда Чихунова;11,04 КЛ-Галина Валерьевна,съемка сейчас запланирована, от встречи отказалась.На осень.;Наталия Федорина;02.11.2016 11:46;13.12.2019 12:30
2932;Детский сад № 1625 Здание № 10 Школа № 947;Школа № 947;;;;78;510;Ул. Лебедянская д.17 к.2;1;11;Марианна Вишнякова;;Татьяна Гаврилова;21.12.2017 16:43;14.09.2020 10:43
3229;Детский Сад № 1626 ДО № 1 Школа № 962;Школа № 962;;;;78;510;Санникова, дом 5, корпус 2;7;75;Надежда Чихунова; если разрешение получим от директора, то все норм;Ольга Морозова;27.12.2017 17:02;11.02.2019 17:06
2006;Детский сад № 1627 До №6 Гимназия № 1554;Гимназия № 1554;;;;78;510;Пестеля д.3Б;7;75;Анастасия Балакина;21.09 не берут трубку! ;Лейсан Ишмухаметова;26.10.2016 19:46;03.09.2020 17:51
1731;Детский сад № 1628 ДО № 2 Школа № 2087;Школа № 2087;;;;78;510;улица Маршала Голованова, дом 3;3;55;Надежда Чихунова;в октябре 2018 Маргарита Юрьевна ио завед, по съемкам с ней  8926 599-18-95;Анна Гладкая;27.09.2016 18:14;02.07.2020 16:47
1776;Детский сад № 1631 УК № 4 Школа № 1631;Школа № 1631;;;;78;510;Лобненская, 2а;8;27;Анна Гладкая;;Анна Гладкая;30.09.2016 11:00;19.10.2020 9:08
5563;Детский сад № 1632 ДО Школа № 950;Школа № 950;;;;78;510;Берёзовая аллея, 7А;7;75;Илья Грачев;;Ильдар Мулюков;04.04.2019 22:12;27.10.2020 19:10
2213;Детский сад № 1632 корпус 10 Гимназия № 1569;Гимназия № 1569;;;;78;510;Ореховый бульвар, дом 29 к 2;1;33;Stager Prodaji;28.11  запрет от гимназии на год! окончание срока запрета 31.08.2018;Лейсан Ишмухаметова;31.01.2017 11:32;19.02.2020 9:49
871;"Детский сад № 1633 ДСП ""Улыбка"" Образовательный центр Протон";Образовательный центр Протон;;;;78;510;Филевский бульвар, д. 8, корп. 2;11;107;Анна Гладкая;Арминэ Жораевна;Вадим Щенков;24.08.2016 20:56;29.10.2020 11:28
4905;Детский сад № 1637 Здание № 2 Школа № 996;Школа № 996;+7(495)393-42-22;yuda08@rambler.ru;;78;510;Борисовский проезд, дом 5, корпус 1;1;72;Марианна Вишнякова;Здесь Наталья Львовна. +7 903 148-24-75;Настя Пшеничная;25.06.2018 19:55;14.09.2020 10:43
1478;Детский сад № 1638 СП № 7 Школа № 2090;Школа № 2090;;;;78;510;4-ая Новокузьминская, дом 8, корп.1;3;85;Марианна Вишнякова;;Вадим Щенков;24.08.2016 20:56;11.09.2020 16:47
2176;Детский сад № 164 До 2 Школа № 1466;Школа № 1466;;;;78;510;улица Бехтерева, дом 37, корпус 5;1;113;Анастасия Балакина;здесь после согласия Аллы Евгеньевны замдирека по ДО;Лейсан Ишмухаметова;12.12.2016 17:18;03.09.2020 12:55
1309;Детский сад № 1640 СП № 8 Школа № 1412;Школа № 1412;;;;78;510;Коненкова, 23а;7;10;Илья Грачев;;Вадим Щенков;24.08.2016 20:56;28.10.2020 12:26
978;Детский сад № 1641 ДО № 3 Школа № 1593;Школа № 1593;;;https://sch1593.mskobr.ru/info_edu/structure_and_controls;78;510;Крылатские Холмы, 30, корп.6;11;42;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;25.06.2020 10:47
1855;Детский сад № 1643 ДО№ 11 Выхино-Жулебино Школа № 1420;Школа № 1420;;;;78;510;Самаркандский бульвар, дом 11 к.2;3;22;Надежда Чихунова;Екатерина Борисовна в саду больше не работает! на сотовый не звонить;Лана Ишбулатова;07.10.2016 11:00;25.06.2020 10:03
2067;Детский сад № 1645 До 1 Школа № 16 (ШИК);Школа № 16 (ШИК);;;;78;510;Студёный проезд, дом 10 А;7;74;Анна Гладкая;;Лейсан Ишмухаметова;03.11.2016 10:57;26.06.2020 15:23
3269;Детский Сад № 1646 ДК № 5 Школа № 1413;Школа № 1413;;;;78;510;ул. Белозерская, д. 8;7;10;Анастасия Балакина;;Ольга Морозова;28.12.2017 13:52;03.09.2020 20:17
894;Детский сад № 1649 ДО № 9 Школа № 806;Школа № 806;;;;78;510;Кунцевская ул., 7, к.3;11;45;Илья Грачев;"09.11 Татьяна Федоровна ведет это ДО и ДО №7 (сад 1790), историю проработки см. в компании ""Школа 806"" или в контакте Татьяны Федоровны";Вадим Щенков;24.08.2016 20:56;27.10.2020 7:11
1244;Детский сад № 1649 к.1 ДО № 1 Школа № 777;Школа № 777;;;;78;510;2-й Пятигорский проезд, дом 5, корпус 1;3;85;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;13.02.2020 11:10
1245;Детский сад № 1649 к.2 ДО № 1 Школа № 777;Школа № 777;;;;78;510;Михайлова, 43, к.2;3;85;Анна Гладкая;Д/с 777 ДО 1;Вадим Щенков;24.08.2016 20:56;04.07.2020 16:07
1116;Детский сад № 1649 СП № 4 Школа № 2115;Школа № 2115;;;;78;510;Цюрупы улица, 8А;2;114;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;04.08.2020 13:46
1066;Детский сад № 1650 ДО № 5 Школа № 806;Школа № 806;+7(495)416-62-81;;;78;510;Партизанская ул., 9, к.3;11;45;Илья Грачев;запрет от школы, ;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:13
1074;"Детский сад № 1651 Здание № 6 ДО ""Радуга"" Школа № 1352";Школа № 1352;;;;78;510;Байкальская, дом 28А;12;25;Анастасия Балакина;;Вадим Щенков;24.08.2016 20:56;03.09.2020 12:51
2675;"Детский сад № 1652 ДО ""Берёзка"" Школа № 1352";Школа № 1352;;;;78;510;Уральская ул.6;12;25;Илья Грачев;Поменялся директор, и теперь все через расчетный счет;Ирина Севостьянова;25.09.2017 9:20;27.10.2020 12:52
1218;Детский сад № 1654 Байкальская 49А Школа № 1078;Школа № 1078;6;;;78;510;Байкальская улица, 49а;12;25;Илья Грачев;только если родители сами вас найдут, тогда да;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:15
801;Детский сад № 1654 Корпус № 11 Школа № 626;Школа № 626;;;;78;510;Нагорная д. 21 корпус 2;2;40;Анна Гладкая;;Вадим Щенков;24.08.2016 20:55;21.04.2020 10:17
1755;Детский сад № 1655 ДО № 1 Школа № 2116;Школа № 2116;;;;78;510;Ореховый бульвар д.63 к.2;1;73;Марианна Вишнякова;;Рамиль Хусяинов;28.09.2016 17:25;11.09.2020 16:46
1101;Детский сад № 1655 ДО № 3 Школа № 15;Школа № 15;;;;78;510;Херсонская, 36;2;114;Илья Грачев;;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:13
2961;Детский сад № 1656 Здание № 5 Школа № 1861;Школа № 1861;;;;78;510;Михневский проезд д.6 к.2;1;11;Надежда Чихунова;;Татьяна Гаврилова;22.12.2017 11:29;30.07.2019 17:11
1143;Детский сад № 1657 Здание 3/6 Школа № 1101;Школа № 1101;;;https://sch1101uz.mskobr.ru/info_edu/structure_and_controls/;78;510;ул. Теплый Стан, 21Б;2;104;Анна Гладкая;Готовы сниматься \ встречаться только в следующем учебном году (2018 сентябрь);Вадим Щенков;24.08.2016 20:56;04.07.2020 16:17
2802;Детский сад № 1657 Здание 3/7 Школа № 1101;Школа № 1101;;;https://sch1101uz.mskobr.ru/info_edu/structure_and_controls/;78;510;ул. Генерала Тюленева, 4;2;104;Анна Гладкая;у нее 2 сада, этот + Детский сад № 1657 ДО № 6 Школа № 1101    Теплый Стан ул., 21Б;Елена Боброва;23.11.2017 11:30;15.12.2019 16:02
2624;Детский сад № 1658 ДО № 2 Гимназия № 1584;Гимназия № 1584;;;;78;510;город Москва, Рублёвское шоссе, дом 18, корпус 2;11;45;Илья Грачев;в сезоне 2017-18 не снимают, по распоряжению школы, мониторим запрет с Марией Сергеевной :);Дмитрий Баранов;05.09.2017 11:22;27.10.2020 12:50
991;Детский сад № 1659 ДО № 3 Гимназия № 1584;Гимназия № 1584;;;;78;510;Рублевское шоссе, 14, к.2;11;45;Илья Грачев;Отвечает за съемку теперь Нина Викторовна 8 495 415 78 14    89169525901;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:12
796;Детский сад № 1661 к.1 ДО № 1661 Школа № 199;Школа № 199;;;;78;510;Ивана Бабушкина, 12;2;1;Анна Гладкая;;Вадим Щенков;24.08.2016 20:55;14.04.2020 15:05
797;Детский сад № 1661 к.2 ДО № 1661 Школа № 199;Школа № 199;;;;78;510;Ивана Бабушкина, 15, корп.3;2;1;Анна Гладкая;;Вадим Щенков;24.08.2016 20:55;25.06.2020 12:39
3036;Детский сад № 1662 Здание № 7 Ирис Школа № 1257;Школа № 1257;;;;78;510;Москва, 3-я Рощинская улица, 2;1;26;Илья Грачев;19.02 свой фотограф в комплексе, они вообще не принимают участия в решении таких вопросов;Татьяна Гаврилова;25.12.2017 12:43;28.10.2020 10:32
1286;Детский сад № 1664 ДГ № 7 Школа № 460;Школа № 460;;;;78;510;Ставропольская, д.72;3;52;Марианна Вишнякова;02.03.18. Все вопросы по выпускным альбомам решает мамочка Юлия , общаться по всем вопросам, касающихся выпускных альбомов с ней, не с заведующей !! 89773130186 , julya-smk@yandex.ru. В альбоме будет дополнительный разворот для режимных фото, общую фото в альбом вставлять не нужно, будут отдельно её заказывать, фото логопеда пришлет на почту, т.к. логопед отсутствовала на съёмке, просит фото в электронном виде выслать ей на почту. ;Вадим Щенков;24.08.2016 20:56;15.09.2020 7:52
3084;"Детский сад № 1665 Дошкольные группы ""Мир детства"" Школа № 875";Школа № 875;;;;78;510;город Москва, проспект Вернадского, дом 99, корпус 2;11;106;Надежда Чихунова;ЗАПРЕТ ПО КОМПЛЕКСУ;Маргарита Палина;26.12.2017 12:27;02.09.2020 17:59
3087;"Детский сад № 1665 к.1 Дошкольные группы ""Содружество"" Школа № 875";Школа № 875;;;;78;510;Москва, Проспект Вернадского, д. 89, корп. 3;11;106;Надежда Чихунова; Проспект Вернадского, д. 89, корп. 3;Маргарита Палина;26.12.2017 12:36;02.09.2020 17:59
3263;"Детский сад № 1666 До ""Фениксёнок"" Гимназия № 1798";Гимназия № 1798;;;;78;510;город Москва, Зелёный проспект, дом 54;12;68;Илья Грачев;;Лола Исмаилова;28.12.2017 12:37;28.10.2020 10:29
2129;Детский сад № 1667 ДО № 6 Школа № 2116;Школа № 2116;;;;78;510;Ореховый бульвар, дом 67, корпус 2;1;33;Марианна Вишнякова;;Лейсан Ишмухаметова;18.11.2016 11:47;11.09.2020 16:46
985;Детский сад № 167 Корпус № 4 Школа № 1541;Школа № 1541;;;;78;510;Лобачевского ул., 30;11;82;Марианна Вишнякова;Связался, кл говорит что сьемки можно будет обсудить только в начале следующего года, что конкретно родителям не нравится не знает т.к. не работала в саду когда мы там снимали, на собрании просто родители были категорично против нас (2 сада Детский сад № 167 Корпус № 4 Школа № 323 и Детский сад № 216 Корпус № 3 Школа № 323);Вадим Щенков;24.08.2016 20:56;29.09.2020 12:48
2936;Детский сад № 1672 ДО 2 Школа № 1874;Школа № 1874;;;;78;510;Москва, ул.Академика Бочвара,4;6;118;Надежда Дашиева;;Маргарита Палина;21.12.2017 17:04;09.10.2019 13:19
1746;Детский сад № 1673 СП № 3 Школа № 1273;Школа № 1273;;;;78;510;Академика Капицы, 24а;2;37;Анастасия Балакина;все что нужно было отсняли в этом году, от образцов отказалась что бы посмотреть как родители будут записываться, сказала звонить в сентябре ;Анна Гладкая;28.09.2016 16:00;03.09.2020 12:50
2748;Детский сад № 1674 ДО 1 Школа № 1130;Школа № 1130;;;;78;510;город Москва, Осенняя улица, дом 6;11;42;Илья Грачев;;Маргарита Палина;18.10.2017 12:27;27.10.2020 12:54
1265;Детский сад № 1674 ДО № 7 Школа № 2116;Школа № 2116;;;;78;510;Ореховый б-р, 67, корп.3;1;33;Марианна Вишнякова;;Вадим Щенков;24.08.2016 20:56;01.10.2020 17:23
1090;Детский сад № 1676 ДО № 1 Школа № 1593;Школа № 1593;11;;https://sch1593.mskobr.ru/info_edu/structure_and_controls;78;510;Крылатские Холмы ул., 28, к.2;11;42;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;22.09.2020 14:33
1459;Детский сад № 1676 СП № 5 Школа № 554;Школа № 554;+7(499)122-70-74;;;78;510;Перекопская улица, 12к1;2;32;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;21.04.2020 10:54
2289;Детский сад № 1678 До 1 Корпус 1 ЦО № 1678;ЦО № 1678;;;;78;510;Керамический проезд, дом 73 А;8;19;Анастасия Балакина;;Лейсан Ишмухаметова;28.03.2017 10:57;03.09.2020 20:45
2934;Детский сад № 1679 ДО 1 Школа № 1874;Школа № 1874;;;;78;510;Москва, ул. Маршала Новикова, д. 4, корп. 3;6;118;Надежда Дашиева;;Маргарита Палина;21.12.2017 17:00;09.10.2019 13:19
1974;Детский сад № 1680 Здание № 5 Школа № 949;Школа № 949;;;;78;510;Гурьевский пр-д, 21, корп.2;1;73;Надежда Чихунова;;Анна Гладкая;21.10.2016 16:05;01.10.2020 9:21
1082;Детский сад № 1681 Улыбка Бутово Северное Школа № 2114;Школа № 2114;;;;78;510;Академика Глушко, дом 16 Б;2;89;Надежда Чихунова;фотографиями больше не занимаются, можно выйти на родителей 25.10;Вадим Щенков;24.08.2016 20:56;02.07.2020 18:03
2184;Детский сад № 1681 ДО Керчь Школа № 883;Школа № 883;;;;78;510;улица Героев Панфиловцев, дом 14, корпус 3;6;92;Надежда Чихунова;Оксана Владимировна ведет 3 сада 156,1731,1681;Лейсан Ишмухаметова;15.12.2016 13:42;29.06.2020 11:14
1053;Детский сад № 1682 к.1 ДО № 1 Солнцево Гимназия № 1542;Гимназия № 1542;;;;78;510;Москва, СОЛНЦЕВО, Авиаторов, дом 10, корпус 2.;11;98;Анна Гладкая;НЕ ОТПРАВЛЯТЬ СЮДА РАМИЛЯ НИКОГДА;Вадим Щенков;24.08.2016 20:56;30.05.2020 22:07
2038;Детский сад № 1684 ДО № 2 Школа № 1955;Школа № 1955;;;;78;510;Изумрудная улица, 11 к.1;7;51;Надежда Чихунова;директор ответила, что школа организацией фото не занимается уже 5 лет,  в индивидуальном порядке рассматриваются отдельные обращения от родителей;Лейсан Ишмухаметова;31.10.2016 13:27;12.02.2020 14:27
1392;Детский сад № 1684 к.1 ДО № 1 Гимназия № 1570;Гимназия № 1570;;;;78;510;1-я Улица Ямского поля 24-а;8;8;Илья Грачев;у кл 4 сада. 4.12 - запрет;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:18
1394;Детский сад № 1684 к.3 ДО № 3 Гимназия № 1570;Гимназия № 1570;;;;78;510;3-я улица, Ямского поля,17а;8;8;Илья Грачев;у кл 4 сада. 4.12 - запрет;Вадим Щенков;24.08.2016 20:56;27.10.2020 7:18
4938;Детский сад № 1685 Корпус №5 Школа № 2104;Школа № 2104;+7(495)915-23-95;2104@edu.mos.ru;;78;510;Николоямская улица, дом 15, строение 2;4;101;Надежда Чихунова;2.10 ;Настя Пшеничная;26.06.2018 14:50;12.02.2020 14:29
3085;Детский сад № 1687 Здание № 3 Школа № 949;Школа № 949;;;;78;510;Гурьевский проезд, дом 31, корпус 3;1;73;Надежда Чихунова;;Татьяна Гаврилова;26.12.2017 12:29;01.10.2020 9:20
3131;Детский сад № 1688 До № 4 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Суздальская улица, дом 40А;12;69;Надежда Чихунова;25.05 тянучка! ой нуу не нааадо, мы гоод закрыыли и все хорошоооо, ну не нааадо, не нааадо;Лола Исмаилова;26.12.2017 17:22;29.10.2018 17:16
3136;Детский сад № 1688 До № 5 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Суздальская улица, дом 38;12;69;Надежда Чихунова;25.05 тянучка! ой нуу не нааадо, мы гоод закрыыли и все хорошоооо, ну не нааадо, не нааадо;Лола Исмаилова;26.12.2017 17:26;29.10.2018 17:17
3139;Детский сад № 1689 До № 6 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Городецкая улица, дом 9А;12;69;Надежда Чихунова;у школы уже 6 фотографов, брать больше  на этот учебный год не планируют. 10.2018;Лола Исмаилова;26.12.2017 17:31;29.10.2018 17:17
3126;"Детский сад № 1690 До Бэби академия ""На Городецкой"" Новокосино Школа № 2127";Школа № 2127;;;;78;510;город Москва, Городецкая улица, дом 10А;12;69;Илья Грачев;;Лола Исмаилова;26.12.2017 16:42;28.10.2020 10:30
3142;Детский сад № 1691 До № 7 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Салтыковская улица, дом 29Б;12;69;Надежда Чихунова;2 сада у Елены Витальевны;Лола Исмаилова;26.12.2017 17:34;29.10.2018 17:18
3145;Детский сад № 1693 До № 8 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Салтыковская улица, дом 29;12;69;Надежда Чихунова;Елена Борисовна Егоркина, 2 сада 7(916) 043-77-21;Лола Исмаилова;26.12.2017 17:35;29.10.2018 17:19
1068;Детский сад № 1693 Корпус № 9 Лицей № 1561;Лицей № 1561;;;;78;510;Паустовского, 8, корпус 2;2;125;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;09.07.2020 16:47
3148;Детский сад № 1694 До № 9 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Новокосинская улица, дом 44А;12;69;Надежда Чихунова;25.05 закрываются на ремонт.осень;Лола Исмаилова;26.12.2017 17:37;29.10.2018 17:19
1638;Детский сад № 1694 СП № 5 Школа № 1694;Школа № 1694;;;;78;510;Рокотова, 4-3;2;125;Анастасия Балакина;все через школу, шк готова встреч, если родитель напишет заявление;Анна Гладкая;13.09.2016 20:48;03.09.2020 17:46
1206;Детский сад № 1696 ДО № 8 Школа № 2116;Школа № 2116;;;;78;510;Кустанайская ул., д. 9, к. 2;1;33;Марианна Вишнякова;;Вадим Щенков;24.08.2016 20:56;11.09.2020 16:47
3150;Детский сад № 1697 До № 10 Новокосино Гимназия № 1591;Гимназия № 1591;;;;78;510;город Москва, Салтыковская улица, дом 21А;12;69;Надежда Чихунова;у школы уже 6 фотографов, брать больше  на этот учебный год не планируют. 10.2018;Лола Исмаилова;26.12.2017 17:40;29.10.2018 17:19
1124;"Детский сад № 1698 СП (д) ""Снегиренок"" Солнцево Школа № 1000";Школа № 1000;;;;78;510;Волынская, дом 6;11;98;Надежда Чихунова;16.02 в комплексе 1000(5 садов)  запрет от школы,у них договор с фотографами.;Вадим Щенков;24.08.2016 20:56;28.10.2019 16:28
1524;Детский сад № 1699 ДО № 1 Школа № 1222;Школа № 1222;;;;78;510;3-я Карачаровская д.3;3;67;Анна Гладкая;здесь новая заведка из дс 134  Марина Анатольевна работает с киндерами в основном,но заинтересовалась нашим сюжетом Дракоша;Вадим Щенков;24.08.2016 20:57;04.07.2020 16:52
1071;Детский сад № 1699 ДО № 3 Школа № 1103;Школа № 1103;;;;78;510;Литовский бульвар, дом 15, корпус 3;2;125;Анна Гладкая;;Вадим Щенков;24.08.2016 20:56;25.03.2020 10:14
3638;Детский сад № 17 Жуковский;;;;https://zhukdou17.edumsko.ru/;53;529;Московская область, Жуковский, Лесной тупик, 4;;;Анна Гладкая;120 детей;Настя Пшеничная;04.05.2018 12:35;24.10.2020 21:04
2469;"Детский сад № 17 ""Аистенок"" Химки";;;;https://ds17himki.edumsko.ru/;53;575;МО, Химки, проспект Мельникова, дом 11;;;Анна Гладкая; 268 детей;Лейсан Ишмухаметова;19.06.2017 11:45;25.10.2020 14:40
6942;"Детский сад № 17 ""Елочка"" Кронштадтского р-на";;8(812)311-20-09;sad17kron@mail.ru;http://ds17.akrns.gov.spb.ru/;79;787;СПб, г.Кронштадт, ул.Ленина, д. 3, литер А;;;Мария Сахарнова;;Мария Сахарнова;16.04.2020 16:58;16.04.2020 16:58
2447;Детский сад № 17 Чебурашка Подольск;;8(4967)62 -34-64;;https://klimovskds17.edumsko.ru/;53;560;мкр. Климовск, Проспект 50- летия Октября, 20-В;;;Надежда Чихунова;11 групп;Лейсан Ишмухаметова;13.06.2017 18:26;29.10.2020 13:45
7440;Детский сад № 17 Аленка Серпухов;;+7(4967)72-08-46;detsad17.alenka@mail.ru;http://detsad17-serp.edumsko.ru;53;569;ул.Парковая д.5;;;Анна Гладкая;родители нажаловались в прокуратуру, больше они не фотографируютс.;Нина Галаева;07.10.2020 10:52;25.10.2020 2:43
3883;Детский сад № 17 Балашиха;;;;https://zddou17.edumsko.ru/;53;512;Московская область, Г. Балашиха, мкр. Железнодорожный, Маяковского, 6;;;Надежда Чихунова;502 ребенка;Нина Галаева;11.05.2018 13:40;02.09.2020 21:56
808;Детский сад № 17 Василёк Мытищи;;;;;53;552;Мытищи г., ул. Юбилейная, 23а;;;Анастасия Балакина;  Контактное лицо - Ольга Сергеевна;Вадим Щенков;24.08.2016 20:55;24.10.2020 23:31
4018;Детский сад № 17 Василек Лобня;;;;http://dou17vasilek.ru/;53;546;Московская область г. Лобня ул. Текстильная, дом 14а;;;Анастасия Балакина;;Нина Галаева;13.05.2018 11:27;24.10.2020 22:22
7081;Детский сад № 17 Выборгский район;;+7(812)7662811;dou017@edu-frn.spb.ru;17frspb.caduk.ru;79;787;192007, город Санкт-Петербург, Боровая улица, 86 лит. а, пом. 1н-2н;;;Анастасия Балакина;Второе здание этого садика - Санкт-Петербург, улица Прилукская, дом 29, литер А, помещение 1Н, 2Н;Данил Фёдоров;16.04.2020 21:30;03.09.2020 9:56
4006;Детский сад № 17 Журавлик корпус 1 Реутов;;;;https://www.juravlik17.ru/;53;565;Московская обл., г. Реутов, ул. Октября, д.4 «а»;;;Анастасия Балакина;;Нина Галаева;12.05.2018 20:14;25.10.2020 1:40
4007;Детский сад № 17 Журавлик корпус 2 Реутов;;;;https://www.juravlik17.ru/;53;565;Московская обл., г. Реутов, просп. Юбилейный, д. 19;;;Анастасия Балакина;;Нина Галаева;12.05.2018 20:17;25.10.2020 1:40
7318;Детский сад № 17 Калининский р-н;;;;http://17klspb.caduk.ru;79;787;г., Антоновская ул., д.7, ст.А;;;Илья Грачев;198 детей;Екатерина Игнатова;17.04.2020 15:54;28.10.2020 11:18
6943;Детский сад № 17 Кировского района Санкт-Петербурга;;;;;79;787;ул. Подводника Кузьмина, д. 40;;;Анна Гладкая;;Анна Гладкая;16.04.2020 17:00;16.04.2020 17:00
3338;Детский сад № 17 Колокольчик Лыткарино;;;;https://lytmdou17.edumsko.ru/;53;549;Московская область, Лыткарино, улица Ухтомского, 1а;;;Анастасия Балакина;152 ребенка;Лола Исмаилова;30.01.2018 12:17;24.10.2020 22:35
6370;Детский сад № 17 Колпинский район;;+7(812)4633484, +7(812)4810510;gdou17klp@mail.ru;17kpspb.caduk.ru;79;787;196655, город Санкт-Петербург, город Колпино, Тверская улица, 38 2, лита;;;Анастасия Балакина;;Данил Фёдоров;13.04.2020 14:22;03.09.2020 9:35
6542;Детский сад № 17 Корпус 1 Центрального р-на;;+7(812)579-33-17;dou17.centr@obr.gov.spb.ru;http://dou17-spb.ru/;79;787;Санкт-Петербург, Греческий проспект, д. 23, литер А, пом. 1Н, 2Н;;;Мария Сахарнова;;Мария Сахарнова;14.04.2020 16:42;14.04.2020 16:43
6543;Детский сад № 17 Корпус 2 Центрального р-на;;+7(812)579-33-17;dou17.centr@obr.gov.spb.ru;http://dou17-spb.ru/;79;787;Санкт-Петербург, 8-я Советская улица, дом 6-8, литер А, пом. 6Н;;;Мария Сахарнова;;Мария Сахарнова;14.04.2020 16:43;14.04.2020 16:43
3700;Детский сад № 17 Корпус № 1 Люберцы;;;;https://lubmdouds17.edumsko.ru/;53;550;Московская область, Люберцы, пос.Вуги, дом 26, Б;;;Владислав Хаханов;РЕМОНТ ;Алиса Прокофьева;04.05.2018 15:01;24.10.2020 23:14
6413;Детский сад № 17 Корпус № 1 Невского района Санкт-Петербурга;;;;http://17.dou.spb.ru/;79;787;ул. Седова, д. 46, к. 2, литер А;;;Анна Гладкая;;Анна Гладкая;13.04.2020 16:04;13.04.2020 16:04
3954;Детский сад № 17 Корпус № 2 Акварель Красногорск;;;;https://krgora-ds17.edumsko.ru/;53;540;МО, Городской округ Красногорск, д. Путилково, Садовая, 20;;;Анна Гладкая;Здесь у завед.3 сада в д.Путилково (Косова);Ильдар Мулюков;12.05.2018 15:45;24.10.2020 21:53
3699;Детский сад № 17 Корпус № 2 Люберцы;;;;https://lubmdouds17.edumsko.ru/;53;550;Московская область, Люберцы, пос.Вуги, дом 1А;;;Владислав Хаханов;РЕМОНТ;Алиса Прокофьева;04.05.2018 15:01;24.10.2020 23:14
