ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
7486;Туровский детский сад Кораблик Серпухов;;+7(4967)70-15-09;turovosad11@yandex.ru;http://turovds-ser.edumsko.ru;53;561;с.Турово ул.Октябрьская д.11;;;Анна Гладкая;;Нина Галаева;07.10.2020 13:57;25.10.2020 2:45
6246;улица Усиевича, дом 31А Школа Инженерно-техническая;Школа Инженерно-техническая;;;;78;510;улица Усиевича, дом 31А;8;95;Рустам Джанкараев;это школьный корпус;Надежда Дашиева;14.01.2020 16:30;05.03.2020 17:43
6078;Ульяновская школа;;8(498)692-10-09;yl-school@mail.ru;https://kr-ussch.edumsko.ru/;53;540;Московская область, Красногорский, д. Путилково, д.53;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 13:04;24.10.2020 22:07
2250;УниТехУпак;;;nr@utupack.ru;;53;552;г.о. Мытищи, д. Красная Горка, ул. Промышленная, вл. 4, стр. 1;;;Ильдар Мулюков;Адреса;Ильдар Мулюков;20.02.2017 11:57;20.02.2017 11:59
5467;Управление образованием администрации муниципального образования городского округа Люберцы;;+7(495)554-40-13;lubkomitet@mail.ru;https://lub.edumsko.ru/;53;550;140000, Московская область, Люберцы, Октябрьский проспект, 209;;;Анна Гладкая;;Максим Гаряев;16.08.2018 11:21;24.10.2020 23:16
6259;Управление образованием городского округа Химки;;;;;53;575;г. Химки, ул. Маяковского, д.15 А;;;Анна Гладкая;;Александр Шапошников;22.01.2020 17:04;15.09.2020 15:01
7416;Управление образования Администрации г. Реутов;;;;;53;;;;;Надежда Чихунова;;Надежда Чихунова;16.09.2020 15:53;25.10.2020 1:43
5466;Управление образования администрации городского округа Красногорск;;8(495) 563-89-46;obrkrasn@yandex.ru;http://obrazkras.ru;53;540;МО, г. Красногорск, ул. Кирова, дом 7а;;;Владислав Хаханов;;Максим Гаряев;15.08.2018 9:13;05.03.2020 16:44
7410;Управление образования администрации Пушкинского городского округа;;;;;53;562;Московская область, г. Пушкино, ул.Некрасова, 2;;;Надежда Чихунова;;Надежда Чихунова;15.09.2020 15:08;15.09.2020 15:12
7412;Управление образования г. Ивантеевка;;+7(495)517 9175;;;53;532;Советский проспект дом 26;;;Марианна Вишнякова;;Марианна Вишнякова;16.09.2020 14:37;16.09.2020 14:37
7414;Управление образования г. Котельники;;8 (498) 742-02-41;;;53;538;Московская область, г. Котельники, Дзержинское шоссе 5/4 корп.1;;;Марианна Вишнякова;Силенко Ольга Николаевна;Марианна Вишнякова;16.09.2020 14:50;16.09.2020 14:50
5468;Управление образования г. Одинцово;;;;http://odinedu.ru/upravlenie-obrazovaniya/;53;555;г. Одинцово, ул. Молодежная, д. 16-б.;;;Илья Грачев;;Татьяна Гаврилова;16.08.2018 11:46;28.10.2020 11:39
7417;Управление образования города Лыткарино Московской области;;;;;53;;Спортивна ул, д9;;;Надежда Чихунова;;Надежда Чихунова;17.09.2020 13:03;24.10.2020 22:37
7415;Управление образования городского округа Мытищи;;8 (495) 586-11-97;mdo1@mytyshi.ru;;53;552;Мытищи, ул. Матросова, дом 6;;;Илья Грачев;;Вероника Колесова;16.09.2020 15:51;28.10.2020 11:16
7413;Управление развития образования и отраслей социальной сферы Дзержинский;;+7(495)550-20-19;;;53;;Фактический адрес: 140090 , Московская область, Дзержинский , Шама , 9;;;Анастасия Балакина;;Анастасия Балакина;16.09.2020 14:41;16.09.2020 14:46
7765;Усадовский детский сад комбинированного вида «ДУБОК» Ступино;;;;http://dubok.caduk.ru;53;572;Московская обл., г.о. Ступино, п.Усады, ул.Пролетарская, владение 15;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 19:48;25.10.2020 2:30
5947;Успенская школа;;+7 (495) 634-40-61;mbou.uspenskoe@gmail.com;http://uspenka.odinedu.ru/;53;555;Московская область, Одинцовский район, с. Успенское д.50а;;;Даниил Абрамов;;Мария Сахарнова;19.08.2019 10:40;29.10.2020 15:43
3092;Учебное подразделение № 2 ДО № 2 Центр образования № Запад;Центр образования № Запад;;;http://oksu.mskobr.ru/info_edu/structure_and_controls/;78;510;Москва, 2-ой Сетуньский проезд, д.12, корп. 2;11;45;Анастасия Балакина;Ольга Юрьевна Дюдюева тут больше не работает!;Маргарита Палина;26.12.2017 13:52;29.09.2020 12:40
2117;Учебное подразделение №1 ДО № 1 Центр образования № Запад;Центр образования № Запад;;;http://oksu.mskobr.ru/info_edu/structure_and_controls/;78;510;2-й Сетуньский проезд, дом 12, корпус 1;11;45;Анастасия Балакина;Ольга Юрьевна Дюдюева тут больше не работает!;Наталия Федорина;14.11.2016 14:21;29.09.2020 12:40
4653;Учебный корпус 10 Школа № 904 Здание № 10 Школа № 904;Школа № 904;+7(495)325-29-14;osipovaee@sch904.ru;http://sch904u.mskobr.ru/;78;510;улица Бехтерева, дом 21, корпус 2;1;113;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Алиса Прокофьева;21.06.2018 12:54;10.02.2020 14:11
6245;Учебный корпус № 2 Школа № 830;Школа № 830;8-495-491-15-93;volkova.ev@school830.ru;https://sch830sz.mskobr.ru/#/;78;510;Тушинская улица, дом 2;6;79;Рустам Джанкараев;;Рустам Джанкараев;13.01.2020 17:56;12.08.2020 14:58
6219;УЧЕБНЫЙ ЦЕНТР ПЕРСПЕКТИВА;;8-495-316-47-78, 8-495-316-00-74;perspektivaschool@yandex.ru;https://www.perspektivaschool.ru/;78;510;г. Москва, Сумской проезд, 2А;;;Рустам Джанкараев;Это частная школа! 1-11 класс, приблизительное количество детей 100 человек!;Рустам Джанкараев;12.12.2019 9:39;12.12.2019 9:45
5489;ФГБДОУ «ЦЕНТР РАЗВИТИЯ РЕБЕНКА – ДЕТСКИЙ САД № 1007» УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РФ;;84956303460;tim1007@list.ru;;78;510;ул. Маршала Тимошенко д. 40, корп.2;11;42;Надежда Чихунова;;Владислав Хаханов;16.10.2018 11:50;16.10.2020 11:42
6297;ФГБДОУ «ЦЕНТР РАЗВИТИЯ РЕБЕНКА – ДЕТСКИЙ САД № 2» УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РФ;;84991315902;;;78;510;ул. Коштоянца, д. 8;;;Надежда Чихунова;;Надежда Чихунова;06.02.2020 15:42;24.09.2020 13:32
2917;ФГБДОУ «Центр развития ребёнка – детский сад №1» Управления делами Президента РФ;;;;;78;510;Профсоюзная улица , дом 45, корпус 2;2;114;Надежда Чихунова; есть свой фотограф, не нужно, бросает трубку;Елена Боброва;21.12.2017 16:13;11.09.2020 15:44
7842;ФГБДОУ Детский сад «Загорские дали» Управления делами Президента Российской Федерации Сергиев Посад;;;;;53;568;141367, Сергиево-Посадский район, сан.. «Загорские дали»;;;Анастасия Балакина;;Эльвира Галлямова;21.10.2020 20:15;25.10.2020 2:02
6231;ФГБДОУ центр развития ребенка детский сад № 138 Теремок(Голубое);;;;;53;;1Б, д. Голубое;;;Надежда Чихунова;фото занимается Ольга Анатольевна или завед;Надежда Чихунова;26.12.2019 11:39;23.09.2020 10:47
2369;ФГКДОУ «Детский сад №1» Министерства обороны РФ Сергиев Посад;;;;6919.maam.ru;53;568;141306, г. Сергиев Посад-6, ул.Школьная, д.1;;;Марианна Вишнякова;;Анна Гладкая;26.05.2017 20:00;28.10.2020 16:16
6212;Федюковская школа;;8(495)549-44-00, 8(495)549-42-56;oksanochka_samoylova_2017@mail.ru;https://feducovopodr.edumsko.ru/;53;560;Подольск, Федюково, Строителей, 12А;;;Надежда Чихунова;День и время приема посетителей:;Иван Кононов;26.11.2019 16:54;27.10.2020 9:43
6025;Физтех-лицей им. П. Л. Капицы;;8(495) 408-4096;fizteh-litsey@mail.ru, anoo@ftl.name;http://anoo.ftl.name/;53;524;Московская область, г. Долгопрудный, ул. Летная, д. 7;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 13:13;15.11.2019 12:35
5955;Филиппок Пушкино Домбровская;;;;;53;562;2-я Домбровская 27;;;Надежда Чихунова;"образовательный холдинг ГК ""Лидеры""";Надежда Чихунова;21.08.2019 11:10;01.10.2020 16:30
5954;Филиппок Пушкино Островского;;;;;53;562;ул Островского, 20;;;Надежда Чихунова;89689632962;Надежда Чихунова;21.08.2019 10:46;13.10.2020 15:21
7424;Филиппок Щелково;;;;;53;;ул. 8 Марта, 11, Щёлково;;;Надежда Чихунова;"образовательный холдинг ГК ""Лидеры""";Надежда Чихунова;30.09.2020 14:19;25.10.2020 15:47
7425;Филиппок Щелково(Богородское);;;;;53;;14, микрорайон Богородский, Щёлково;;;Надежда Чихунова;"образовательный холдинг ГК ""Лидеры""";Надежда Чихунова;30.09.2020 14:27;26.10.2020 13:35
7426;Филиппок(Сколковский) Одинцово;;;;;53;555;Одинцовский район, UP-квартал «Сколковский» ул Сколковская 3д;;;БАЗА _;"образовательный холдинг ГК ""Лидеры""";Надежда Чихунова;30.09.2020 16:12;01.10.2020 17:56
1820;Фотохантер Фотопечать;;;;;78;510;Волгоградский проспект, 5;;;Ринат Мулюков;Телефон лаборатории  89161104440;Ринат Мулюков;03.10.2016 23:58;14.02.2017 10:36
5619;Хамовнический Вал, дом 26 ОЦ 57;;;;;78;510;Хамовнический Вал, дом 26;4;109;Рустам Джанкараев;;Нина Галаева;23.07.2019 13:59;19.11.2019 9:33
7764;Хатуньский детский сад «РУЧЕЕК» Ступино;;;;http://sadikhatun.ru;53;572;142845, Московская обл., городской округ Ступино, с.Хатунь, ул.Московская, вл.3;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 19:45;25.10.2020 2:30
7409;"Центр детского творчества ""Гармония"" Видное";;;;https://lendod-cdtgarmoniaya.edumsko.ru/contacts;53;516;Московская область, Ленинский, поселок Развилка д.5 корпус 4;;;Анна Гладкая;;Анна Гладкая;15.09.2020 12:03;15.09.2020 12:03
4669;"Центр образования ""Cтоличный"" Лицей № Столичный";Лицей № Столичный;+7 495 313 49 79;lycee@lstol.ru;http://noustolichnyj.mskobr.ru/;78;510;Чертановская улица, дом 34А;1;116;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Настя Пшеничная;21.06.2018 13:51;10.02.2020 14:11
5641;Центр Образования 548 Шипиловская улица, дом 46, корпус 2;;;;;78;510;город Москва, Шипиловская улица, дом 46, корпус 2;1;33;Илья Грачев;;Нина Галаева;24.07.2019 12:16;27.10.2020 19:09
5642;Центр Образования 548 Шипиловская улица, дом 7;;;;;78;510;город Москва, Шипиловская улица, дом 7;1;33;Илья Грачев;;Нина Галаева;24.07.2019 12:19;27.10.2020 19:09
5245;Центр образования № 548;Центр образования № 548;;;;78;510;Домодедовская улица, дом 35, корпус 2;1;73;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН!;Нина Галаева;29.06.2018 11:04;10.02.2020 13:59
5343;Центр образования № 654;Центр образования № 654;;;;78;510;улица Юных Ленинцев, дом 35, корпус 2;3;103;Рустам Джанкараев;;Нина Галаева;29.06.2018 16:07;21.02.2020 17:23
5403;Центр образования № Бескудниковский;Центр образования № Бескудниковский;;;;78;510;Бескудниковский бульвар, дом 50А;8;9;Рустам Джанкараев;;Нина Галаева;02.07.2018 13:57;23.12.2019 15:27
4974;Центр образования № Воробьевы горы;Центр образования № Воробьевы горы;;;;78;510;улица Косыгина, дом 17, корпус 3;2;23;Рустам Джанкараев;Выпускной отправлен!;Нина Галаева;26.06.2018 17:16;25.08.2020 14:26
5095;Центр образования № Запад;Центр образования № Запад;;;http://oksu.mskobr.ru/info_edu/staff/;78;510;Бобруйская улица, дом 23;11;45;Рустам Джанкараев;;Нина Галаева;28.06.2018 10:21;09.12.2019 16:04
5183;Центр образования № ЗКНО;Центр образования № ЗКНО;;;;78;510;Гвардейская улица, дом 15, корпус 2;11;60;Рустам Джанкараев;;Нина Галаева;28.06.2018 15:19;17.12.2019 15:40
5026;Центр образования № Знак;Центр образования № Знак;;;;78;510;Абрамцевская улица, дом 6А;7;49;Рустам Джанкараев;;Нина Галаева;27.06.2018 12:57;23.12.2019 15:24
5236;Центр образования № им. Виктора Талалихина;Центр образования № им. Виктора Талалихина;;;;78;510;улица Полбина, дом 72, строение 1;3;78;Анна Гладкая;;Нина Галаева;29.06.2018 10:40;25.08.2020 14:29
5235;Центр образования № им. С.Н.Олехника;Центр образования № им. С.Н.Олехника;;novogireevskaya.gimnaz@mail.ru;;78;510;Новогиреевская улица, дом 39А;12;68;Stager Prodaji;;Настя Пшеничная;29.06.2018 10:39;21.02.2020 17:21
5450;Центр образования № Лучик;Центр образования № Лучик;;;;78;510;улица Вучетича, дом 7А;8;105;Рустам Джанкараев;;Нина Галаева;02.07.2018 17:35;23.12.2019 15:24
5101;Центр образования № на проспекте Вернадского;Центр образования № на проспекте Вернадского;;;http://schnpv.mskobr.ru/info_edu/structure_and_controls/;78;510;проспект Вернадского, дом 127, корпус 2;11;106;Рустам Джанкараев;ОА сказала, что фотодеятельность ведется в 2 садах: 26 бакинских, д3 к1,  Вернадского 115 и есть интерес;Нина Галаева;28.06.2018 10:47;23.01.2020 16:44
5069;Центр образования № Первый МОК;Центр образования № Первый МОК;;;;78;510;улица Тихомирова, дом 10, корпус 1;7;91;Рустам Джанкараев;;Нина Галаева;27.06.2018 16:37;17.12.2019 15:40
4987;Центр образования № Самсон;Центр образования № Самсон;;;;78;510;Кленовый бульвар, дом 7, корпус 2;1;64;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Нина Галаева;27.06.2018 9:40;10.02.2020 14:08
4963;Центр образования № Тропарево;Центр образования № Тропарево;;;;78;510;улица Академика Анохина, дом 48;11;106;Рустам Джанкараев;;Нина Галаева;26.06.2018 16:36;17.12.2019 15:40
5259;Центр образования № Юго-Запад;Центр образования № Юго-Запад;+7 (499) 125-31-62, +7(499)125-31-62;spo-39@edu.mos.ru;;78;510;Дмитрия Ульянова, дом 26, корпус 1;2;23;Рустам Джанкараев;Выпускной отправлен!;Настя Пшеничная;29.06.2018 11:39;10.02.2020 11:17
5366;Центр образования № Южный;Центр образования № Южный;;;;78;510;Ереванская улица, дом 19;1;113;Анна Гладкая;;Нина Галаева;29.06.2018 18:07;23.10.2019 11:56
2819;"Центр развития личности ""Галилео""";;;;;53;;ул. 43-й Армии д.21;;;Надежда Чихунова;17.05 Этот садик больше не снимаем. Сотрудников много - куча, заказы небольшие.;Татьяна Гаврилова;12.12.2017 13:55;28.10.2020 16:43
7735;"Центр развития ребенка - детский сад № 17 ""Машенька"" Ступино";;;;mashenka-17.ru;53;572;142803, Московская область, г. Ступино, ул. Куйбышева, владение 64;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 17:06;25.10.2020 2:29
7743;Центр развития ребенка - детский сад № 23 «Ромашка» Ступино;;;;;53;572;142802, Московская область г.Ступино ул. Андропова влад. 83;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:32;25.10.2020 2:29
7942;Центр развития ребенка - детский сад №1 Орехово - Зуево;;;;http://ozgdou1.edumsko.ru;53;;Индекс: 142605 Район: Орехово-Зуево Улица: ул. Лопатина Дом: д.1;;;Надежда Чихунова;;Эльвира Галлямова;23.10.2020 15:24;29.10.2020 13:25
7741;Центр развития ребенка - детский сад №20 «Дюймовочка» Ступино;;;;madou-ds20stupino.ru;53;572;142800, Московская область, г. Ступино, ул. Калинина, влад.20;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 17:45;25.10.2020 2:29
7666;Центр развития ребенка - Детский сад №21 Чехов;;8 (496) 7267089;rowanberry11@yandex.ru;https://ds21.edumsko.ru/;53;578;ул. Весенняя, д. 11;;;Анна Гладкая;;Яна Козлова;14.10.2020 16:42;25.10.2020 15:00
7745;"Центр развития ребёнка - детский сад №25 ""Золотая рыбка"" Ступино";;;;http://ds25-stupino.ru;53;572;Московская область, г.Ступино, ул. Чайковского, д. 37а;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:36;25.10.2020 2:29
7944;Центр развития ребёнка - детский сад №3 Орехово - Зуево;;;;https://ozgdou3.edumsko.ru/;53;557;Московская область, Орехово-Зуево, улица Урицкого, дом 57;;;Надежда Чихунова;;Эльвира Галлямова;23.10.2020 15:34;29.10.2020 13:26
7972;Центр развития ребенка - детский сад №30 Орехово - Зуево;;;;https://ozgdou30.edumsko.ru/;53;557;Московская область, г.Орехово-Зуево, ул.Козлова, д.7;;;Надежда Чихунова;;Эльвира Галлямова;23.10.2020 19:17;29.10.2020 13:28
7449;Центр развития ребенка - детский сад №4 Рябинушка Подольск;;8 (4967) 66-30-55;detsad-4pod@mail.ru;https://pdds4.edumsko.ru/;53;560;Кирова, 60а;;;Надежда Чихунова;;Яна Козлова;07.10.2020 11:23;25.10.2020 1:21
7747;Центр развития ребенка – детский сад № 27 «Росинка» Ступино;;;;http://дсросинка27.рф;53;572;Московская обл., г.Ступино, ул. Калинина, владение 36;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:41;25.10.2020 2:29
7732;Центр развития ребенка – детский сад №13 «Петрушка» Ступино;;;;;53;572;142800 Московская обл. г.Ступино ул. Куйбышева, вл. 62;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 16:38;25.10.2020 2:29
2433;Центр развития ребенка Детский № 13 Теремок 2 здание Подольск;;8-4967-56-70-27;teremok_13@mail.ru;https://klimovskds13.edumsko.ru/;53;560;микр.Климовск ул. Заводская, д. 5 а;;;Илья Грачев;СЪЕМКИ ПЛАНИРУЮТ ЗАРАНЕЕ, В АПРЕЛЕ ВЫБИРАЮТ ФОТОГРАФОВ НА ВЕСЬ ГОД;Лейсан Ишмухаметова;08.06.2017 12:55;28.10.2020 12:06
7529;Центр развития ребенка Детский сад 19 Золушка Подольск;;(4967)616361;zoluschcka2010@yandex.ru;https://klimovskds19.edumsko.ru/;53;560;мкр.Климовск ул.Революции д.8;;;Илья Грачев;;Нина Галаева;07.10.2020 16:14;28.10.2020 11:15
7692;Центр развития ребенка детский сад 22 Журавушка Ступино;;+7(496)642-23-63;filipova_tv@mail.ru;https://ds22-stupino.edumsko.ru/;53;572;ул.Андропова вл.67а;;;Анна Гладкая;;Екатерина Голованова;15.10.2020 9:59;25.10.2020 2:29
7438;Центр развития ребенка Детский сад № 11 Жар-Птица Серпухов;;+7(4967)12-83-25;melnikova11ds@mail.ru;http://ds11-serp.edumsko.ru;53;569;ул.Энгельса д.21;;;Анна Гладкая;;Нина Галаева;07.10.2020 10:43;25.10.2020 2:43
2420;Центр развития ребенка Детский сад № 11 Рябинка Подольск;;8(4967) 62-66-42;mdoy11ryabinka@yandex.ru;https://klimovskds11.edumsko.ru/;53;560;п. Климовск, проспект 50 лет Октября, 10б;;;Анна Гладкая;300 деток в саду!!!!;Лейсан Ишмухаметова;07.06.2017 12:46;25.10.2020 1:18
2432;Центр развития ребенка Детский сад № 13 Теремок 1 здание Подольск;;8-4967-62-68-36;teremok_13@mail.ru;https://klimovskds13.edumsko.ru/;53;560;микр.Климовск ул. Дм. Холодова, д. 13;;;Илья Грачев;;Лейсан Ишмухаметова;08.06.2017 12:50;28.10.2020 12:06
7537;Центр развития ребенка Детский сад № 16 Ладушки зд.2 Подольск;;+7(4967)-60-61-09;dedsad36@mail.ru;https://sad16podr.edumsko.ru/;53;560;мкр.Львовский ул.Пролетарская д.1-а;;;Илья Грачев;;Нина Галаева;07.10.2020 16:44;28.10.2020 11:15
7535;Центр развития ребенка Детский сад № 16 Ладушки Подольск;;8-(4967)-60-72-08;ds16_ladushki@mail.ru;https://sad16podr.edumsko.ru/;53;560;мкр.Львовский ул.Красная д.3;;;Илья Грачев;;Нина Галаева;07.10.2020 16:42;28.10.2020 11:15
7526;Центр развития ребенка Детский сад № 18 Аленький цветочек Подольск;;+7(4967)62-73-97;detcad18@yandex.ru;https://klimovskds18.edumsko.ru/;53;560;мкр.Климовск ул. Октябрьская площадь д.5а;;;Илья Грачев;;Нина Галаева;07.10.2020 15:59;28.10.2020 11:15
7517;Центр развития ребенка Детский сад № 2 Золотой ключик Подольск;;8(4967)60-16-37, 8(926)423-11-00;klimovsk-mdou2@mail.ru;https://klimovskds2.edumsko.ru/;53;560;ул.Школьная д.16;;;Надежда Чихунова;;Нина Галаева;07.10.2020 15:29;24.10.2020 20:23
7442;Центр развития ребенка Детский сад № 21 Сказка Серпухов;;;skazka.serpuhov@yandex.ru;http://ds21-serp.edumsko.ru;53;569;ул.Центральная д.177;;;Анна Гладкая;КЛЮКВА;Нина Галаева;07.10.2020 10:59;25.10.2020 2:43
7695;Центр развития ребенка детский сад № 24 Надежда Ступино;;+7(496)642-45-95;ds21_nadejda@mail.ru;https://ds21nadejda-stupino.edumsko.ru/;53;572;ул.Горького д.69;;;Анна Гладкая;;Екатерина Голованова;15.10.2020 10:12;25.10.2020 2:29
7445;Центр развития ребенка Детский сад № 27 Матрешка Серпухов;;+7(4967)72-44-17;dc.matreshka@yandex.ru;http://ds27-serp.edumsko.ru;53;569;ул.Серпуховская д.29;;;Анна Гладкая;КЛЮКВА;Нина Галаева;07.10.2020 11:10;25.10.2020 2:43
7693;Центр развития ребенка детский сад № 28 Дельфинчик Ступино;;;sitnikovadelf@gmail.com;https://ds28-stupino.edumsko.ru/;53;572;Московская обл., г. Ступино, ул. Бахарева, вл. 3;;;Анна Гладкая;;Екатерина Голованова;15.10.2020 10:03;25.10.2020 2:29
7543;Центр развития ребенка Детский сад № 29 Дубравушка Подольск;;84967651463;dsdubravushka2010@mail.ru;https://sad29podr.edumsko.ru/;53;560;п.Дубровицы д.41;;;Илья Грачев;;Нина Галаева;07.10.2020 17:07;28.10.2020 11:14
7451;Центр развития ребенка Детский сад № 31 Журавушка Серпухов;;+7(4967)72-29-18;juravushka31@yandex.ru;http://serpds31.edumsko.ru;53;569;ул.Химиков д.15;;;Анна Гладкая;КАПИТАЛЬНЫЙ РЕМОНТ!;Нина Галаева;07.10.2020 11:31;25.10.2020 2:43
7456;Центр развития ребенка Детский сад № 34 Звездочка Серпухов;;+7(4967)75-30-75;sadik-zvezdochka@mail.ru;http://serpds34.edumsko.ru;53;569;ул.Осенняя д.23-а;;;Анна Гладкая;КЛЮКВА;Нина Галаева;07.10.2020 11:40;25.10.2020 2:43
7431;Центр развития ребенка Детский сад № 4 Светлячок Серпухов;;+7(496)775-11-01;mdou4ds@yandex.ru;http://serpmdouds4.edumsko.ru;53;569;ул.Центральная, д.154-А;;;Анна Гладкая;КЛЮКВА;Нина Галаева;07.10.2020 9:44;25.10.2020 2:42
7463;Центр развития ребенка Детский сад № 44 Колокольчик Серпухов;;+7(4967)37-83-90;detskijsad44@yandex.ru;http://ds44-serp.edumsko.ru;53;569;ул.Ворошилова д.127-А;;;Анна Гладкая;;Нина Галаева;07.10.2020 12:03;25.10.2020 2:44
7465;Центр развития ребенка Детский сад № 45 Мечта Серпухов;;+7(4967)37-71-59;mechtadetskiisad_gorbatova@mail.ru;http://ds45-serp.edumsko.ru;53;569;"ул.Горького д.4 ""Б""";;;Анна Гладкая;;Нина Галаева;07.10.2020 12:07;25.10.2020 2:44
7466;Центр развития ребенка Детский сад № 47 Радуга Серпухов;;+7(4967)72-54-12;dsraduga47@yandex.ru;http://ds47-serp.edumsko.ru;53;569;ул.Октябрьская д.23;;;Анна Гладкая;;Нина Галаева;07.10.2020 12:15;29.10.2020 13:23
7470;Центр развития ребенка Детский сад № 48 Ласточка Серпухов;;+7(4967)72-47-70;ds48lastochka@yandex.ru;http://ds48lastochka.ru/;53;569;ул.Космонавтов д.18;;;Анна Гладкая;;Нина Галаева;07.10.2020 12:45;25.10.2020 2:44
7432;Центр развития ребенка Детский сад № 5 Золушка Серпухов;;+7(496)775-80-98;zolushka96a@yandex.ru;http://serpds5.edumsko.ru;53;569;ул.Весенняя д.96-а;;;Анна Гладкая;РЕМОНТ;Нина Галаева;07.10.2020 9:52;25.10.2020 2:42
2424;Центр развития ребенка Детский сад № 5 Радуга Подольск;;8(4967)62-12-01(02), 8(4967)56-70-11;mdouraduga@yandex.ru;https://klimovskds5.edumsko.ru/;53;560;мкр Климовск, Победы, 12а;;;Илья Грачев;;Лейсан Ишмухаметова;07.06.2017 15:34;28.10.2020 12:22
8000;Центр развития ребенка детский сад № 59 д. Малая Дубна Орехово - Зуево;;;;https://ozr-dou59.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, д. Малая Дубна, -, 10 А;;;Надежда Чихунова;8916 26 5500(есть на сайте);Эльвира Галлямова;23.10.2020 20:26;29.10.2020 13:30
7499;Центр развития ребенка детский сад № 60 Журавушка Подольск;;+7(496)7-63-86-66;zhuravushcka60@yandex.ru;https://pdds60.edumsko.ru/;53;560;ул.50 лет ВЛКСМ д.6А;;;Илья Грачев;;Нина Галаева;07.10.2020 14:38;28.10.2020 11:16
