ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
3840;Детский сад № 8 Карандаш ДО 8 Карандаш Школа № 2070;Школа № 2070;;;;78;510;город Москва, поселение Воскресенское, посёлок Воскресенское, дом 37А;;;Анастасия Балакина;Округ НАО, Воскресенское;Нина Галаева;07.05.2018 11:54;03.09.2020 20:20
999;Детский сад № 890 Ассоль Школа № 1210;Школа № 1210;+7(495)9424250;;;78;510;Новощукинская, д.8, корп.2;6;118;Анастасия Балакина;актуальна только сьемка осьенью 2018;Вадим Щенков;24.08.2016 20:56;03.09.2020 17:55
4689;Детский сад № ДО Стройковской Школа № 480;Школа № 480;;;;78;510;город Москва, Стройковская улица, дом 5;4;101;Надежда Чихунова;;Нина Галаева;21.06.2018 15:36;02.09.2020 18:02
4747;"Детский сад № ДО ""Радуга"" Школа № 1381";Школа № 1381;;;;78;510;город Москва, улица Коминтерна, дом 24;7;51;Надежда Дашиева;;Нина Галаева;22.06.2018 12:38;06.10.2019 16:14
4715;"Детский сад № ДО ""Росинка"" Школа № 2126";Школа № 2126;;;;78;510;город Москва, Мастеровая улица, дом 13А;12;77;Надежда Дашиева;;Нина Галаева;21.06.2018 18:16;22.08.2019 16:01
4690;Детский сад № ДО Совенок Школа № 771;Школа № 771;+7(499)905-41-64;bolychevaoa@sch771.ru;http://sch771s.mskobr.ru/;78;510;Коровинское шоссе, дом 14А;8;27;Анна Гладкая;;Настя Пшеничная;21.06.2018 15:39;26.08.2020 11:04
4721;"Детский сад № ДО № ""На Орловском"" Школа № 2107";Школа № 2107;;;;78;510;город Москва, Трифоновская улица, дом 34;4;58;Надежда Чихунова;;Нина Галаева;22.06.2018 10:02;12.02.2020 14:29
4726;Детский сад № ДО № На Дурова Школа № 2107;Школа № 2107;;;;78;510;город Москва, улица Дурова, дом 3/13;4;58;Надежда Чихунова;;Нина Галаева;22.06.2018 10:13;02.07.2020 17:46
4794;"Детский сад № ДО № ""Красное Село - 2"" Лицей № 1500";Лицей № 1500;;;;78;510;город Москва, Верхняя Красносельская улица, дом 30;4;41;Надежда Чихунова;ШКОЛЬНЫЙ КОРПУС КРАСНОСЕЛЬСКАЯ;Нина Галаева;22.06.2018 16:34;16.09.2019 12:29
4793;"Детский сад № ДО № ""Красное Село 1"" Лицей № 1500";Лицей № 1500;;;;78;510;город Москва, Верхняя Красносельская улица, дом 18;4;41;Надежда Чихунова;Школьный корпус здание в Милютинском;Нина Галаева;22.06.2018 16:31;16.08.2019 11:23
4709;"Детский сад № ДО № ""КРАСНОСТУДЕНЧЕСКАЯ - 1"" Школа № 1454";Школа № 1454;;;;78;510;город Москва, Красностуденческий проезд, дом 1;8;105;Анна Гладкая;2 группы малышей совсем. не дает фотографировать.;Нина Галаева;21.06.2018 17:58;12.03.2020 11:05
4710;"Детский сад № ДО № ""КРАСНОСТУДЕНЧЕСКАЯ - 2"" Школа № 1454";Школа № 1454;;;;78;510;город Москва, Красностуденческий проезд, дом 2А;8;105;Анна Гладкая;;Нина Галаева;21.06.2018 18:01;09.07.2020 16:20
4725;"Детский сад № ДО № ""На Васнецова"" Школа № 2107";Школа № 2107;;;;78;510;город Москва, переулок Васнецова, дом 2;4;58;Надежда Чихунова;"Детский сад № ДО № ""Школа здоровья"" Школа № 2107";Нина Галаева;22.06.2018 10:11;12.02.2020 14:30
4723;"Детский сад № ДО № ""На Мещанской"" Школа № 2107";Школа № 2107;;;;78;510;город Москва, Мещанская улица, дом 13;4;58;Надежда Чихунова;;Нина Галаева;22.06.2018 10:06;12.02.2020 14:30
4720;"Детский сад № ДО № ""На Трифоновской"" Школа № 2107";Школа № 2107;;;;78;510;город Москва, Трифоновская улица, дом 45А, строение 1 ;4;58;Надежда Чихунова;8 (495) 684-38-53 Елена (говорит, что не занимается вопросом провед. фотосъёмок);Нина Галаева;22.06.2018 9:59;12.02.2020 14:29
4790;"Детский сад № ДО № ""Сретенка"" Лицей № 1500";Лицей № 1500;;;;78;510;город Москва, улица Сретенка, дом 20;4;41;Надежда Чихунова;дали тел секретаря Юлии, 84956072070;Нина Галаева;22.06.2018 16:18;16.09.2019 12:35
4727;"Детский сад № ДО № ""Школа здоровья"" Школа № 2107";Школа № 2107;;;;78;510;город Москва, улица Гиляровского, дом 21;4;58;Надежда Чихунова;"Детский сад № ДО № ""На Васнецова"" Школа № 2107";Нина Галаева;22.06.2018 10:15;12.02.2020 14:30
4734;Детский сад № ДО № «Акварелька» Школа № 2123;Школа № 2123;;;;78;510;город Москва, Малая Бронная улица, дом 13, строение 2;4;81;Анастасия Балакина;здесь Мария Ивановна;Нина Галаева;22.06.2018 11:20;03.09.2020 20:43
4732;Детский сад № ДО № «Журавушка-1» Школа № 2123;Школа № 2123;;;;78;510;город Москва, Богословский переулок, дом 10, строение 1;4;81;Анастасия Балакина;03.07 швыряет трубки! методист Лидия Никол. детей вообще не фоткают;Нина Галаева;22.06.2018 11:16;03.09.2020 20:43
4735;Детский сад № ДО № «Журавушка-2» Школа № 2123;Школа № 2123;;;;78;510;город Москва, Большая Бронная улица, дом 12;4;81;Анастасия Балакина;только контакты директора во всем комплексе, она говор, не фотографируют;Нина Галаева;22.06.2018 11:22;03.09.2020 20:43
4795;Детский сад № ДО № «Русаковская» Лицей № 1500;Лицей № 1500;;;;78;510;город Москва, Русаковская улица, дом 9, строение 3;4;41;Надежда Чихунова; Анна РОстиславовна родители в 1500 сказали, что она сама выбирает фотографов, уточнить тел в школе;Нина Галаева;22.06.2018 16:39;17.04.2020 17:00
4733;Детский сад № ДО № «Рябинушка» Школа № 2123;Школа № 2123;;;;78;510;город Москва, Скатертный переулок, дом 27;4;81;Анастасия Балакина;только контакты директора во всем комплексе, она не хочет;Нина Галаева;22.06.2018 11:18;03.09.2020 20:43
4792;Детский сад № ДО № Большая Спасская Лицей № 1500;Лицей № 1500;;;;78;510;город Москва, Большая Спасская улица, дом 10, корпус 1;4;41;Надежда Чихунова;на обре Родина Ольга Анатольевна;Нина Галаева;22.06.2018 16:26;03.07.2020 15:16
4791;Детский сад № ДО № Высотка Лицей № 1500;Лицей № 1500;;;;78;510;город Москва, Садовая-Спасская улица, дом 21/1;4;41;Надежда Чихунова;на обре Ильчук Марина Анатольевна;Нина Галаева;22.06.2018 16:23;03.07.2020 15:12
4722;Детский сад № ДО № На Олимпийском Школа № 2107;Школа № 2107;;;;78;510;город Москва, Трифоновская улица, дом 31А;4;58;Надежда Чихунова;;Нина Галаева;22.06.2018 10:04;02.07.2020 17:42
4742;Детский сад № ДО № 1 Школа № 1950;Школа № 1950;;;;78;510;город Москва, Большая Грузинская улица, дом 60, строение 2;4;81;Надежда Чихунова;;Нина Галаева;22.06.2018 12:01;12.02.2020 14:26
4823;Детский сад № ДО № 1 Гимназия № 1579;Гимназия № 1579;;;;78;510;город Москва, улица Борисовские Пруды, дом 19, корпус 3;1;62;Владислав Хаханов;ЭТОТ САД ЗАКРЫТ;Нина Галаева;25.06.2018 13:57;05.03.2020 17:47
4673;Детский сад № ДО № 1 Лицей № 1793;Лицей № 1793;;;;78;510;город Москва, Жулебинский бульвар, дом 28, корпус 2;3;22;Надежда Чихунова;Занимается Эльвира, с ней созвон по др корпусу на зиму;Нина Галаева;21.06.2018 13:59;27.01.2020 15:30
4736;Детский сад № ДО № 1 ЦО № 1679;ЦО № 1679;;;;78;510;город Москва, Новопетровская улица, дом 5, корпус 1;8;38;Stager Prodaji;завед говорит, есть свои фотографы, ЦО бросают тр, не нужно ничего;Нина Галаева;22.06.2018 11:32;19.02.2020 9:55
4702;Детский сад № ДО № 1 Школа № 1095;Школа № 1095;;;;78;510;город Москва, Енисейская улица, дом 32, корпус 3;7;6;Надежда Дашиева;;Нина Галаева;21.06.2018 16:54;12.02.2020 9:45
4805;Детский сад № ДО № 1 Школа № 1223;Школа № 1223;;;;78;510;город Москва, Михалковская улица, дом 11А;8;38;Надежда Чихунова;;Нина Галаева;25.06.2018 13:07;25.06.2019 13:05
4716;Детский сад № ДО № 1 Школа № 1239;Школа № 1239;;;;78;510;город Москва, Малая Бронная улица, дом 15;4;81;Надежда Дашиева;;Нина Галаева;22.06.2018 9:27;28.11.2019 14:58
4915;Детский сад № ДО № 1 Школа № 1362;Школа № 1362;;;;78;510;ул. Мироновская, д.12;12;96;Надежда Чихунова;через портал поставщиков, выигрыш тендера;Нина Галаева;26.06.2018 12:51;30.06.2020 12:58
4705;Детский сад № ДО № 1 Школа № 1429;Школа № 1429;;;;78;510;город Москва, Переведеновский переулок, дом 14;4;7;Анастасия Балакина;1.10 но;Нина Галаева;21.06.2018 17:12;03.09.2020 20:18
4780;Детский сад № ДО № 1 Школа № 2055;Школа № 2055;;;;78;510;город Москва, 2-й Красногвардейский проезд, дом 4Б;4;81;Надежда Чихунова;фотограф от школы, она не знает, как работает и на каких условиях;Нина Галаева;22.06.2018 15:28;12.02.2020 14:28
4799;Детский сад № ДО № 1 Школа № 518;Школа № 518;;;;78;510;город Москва, Садовническая набережная, дом 13;4;30;Марианна Вишнякова;Юлия Александровна Лидухен НЕ РАБОТАЕТ В ЭТОМ САДУ ;Нина Галаева;25.06.2018 11:32;12.10.2020 12:57
4637;Детский сад № ДО № 1 Школа № 922;Школа № 922;;;;78;510;город Москва, Саянская улица, дом 13А;12;34;Владислав Хаханов;ДУБЛЬ http://crm.kreativikfoto.ru/crm/company/show/4856/;Нина Галаева;21.06.2018 12:13;05.03.2020 17:45
4728;Детский сад № ДО № 1 Школа № Наследник;Школа № Наследник;;;;78;510;Москва, ул. Борисовские пруды, д. 19,корп. 1;1;14;Надежда Чихунова;;Нина Галаева;22.06.2018 10:35;03.07.2020 10:02
4882;Детский сад № ДО № 1 Школа № Промо-М;Школа № Промо-М;;;;78;510;город Москва, Ленинский проспект, дом 131, корпус 3;2;104;Рустам Джанкараев;1 дошкольный корпус, нет никаких контактов, кроме директора, на прием не записывают, говорят, не практикуем, снимаем сами;Нина Галаева;25.06.2018 18:20;10.03.2020 16:11
4758;Детский сад № ДО № 11 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, 15-я Парковая улица, дом 20А;12;20;Надежда Чихунова;методист Людмила Викторовна;Нина Галаева;22.06.2018 13:54;03.07.2020 14:20
4751;Детский сад № ДО № 1136 Школа № 1621;Школа № 1621;;;;78;510;Москва, Ломоносовский проспект, д. 18;2;23;Анастасия Балакина;;Нина Галаева;22.06.2018 13:15;03.09.2020 20:42
4761;Детский сад № ДО № 12 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, 15-я Парковая улица, дом 22;12;20;Надежда Чихунова;нд, охранники комплекса их сливают, они все почти работают со своими, а новым говорят, запрет;Нина Галаева;22.06.2018 13:57;31.10.2018 14:13
4762;Детский сад № ДО № 13 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Первомайская улица, дом 104;12;20;Надежда Чихунова;методист Ольга Викторовна;Нина Галаева;22.06.2018 14:00;31.10.2018 14:15
4763;Детский сад № ДО № 14 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Измайловский бульвар, дом 74;12;20;Надежда Чихунова;методист Людмила Викторовна  контракты годовые, определяются в мае, ВСТРЕЧУ ПРОБОВАТЬ;Нина Галаева;22.06.2018 14:03;03.07.2020 14:23
4765;Детский сад № ДО № 15 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, 13-я Парковая улица, дом 21А;12;20;Надежда Чихунова;дали тел 10 корпуса, там Алла Сергеевна, до8, до 10, 18, 17(??);Нина Галаева;22.06.2018 14:05;03.07.2020 14:27
4766;Детский сад № ДО № 16 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Средняя Первомайская улица, дом 29А;12;20;Надежда Чихунова;методист Людмила Викторовна  у нее годовые контракты, определяются в мае, пробовать встретиться;Нина Галаева;22.06.2018 14:07;03.07.2020 14:25
4753;Детский сад № ДО № 1621 Школа № 1621;Школа № 1621;;;;78;510;Москва, Садовая - Черногрязская, д.5/9, стр. 1-1А;4;7;Анастасия Балакина;1.10 Наталья Николаевна ходила в другой сад, сказали что у них особенный сад еврейский.;Нина Галаева;22.06.2018 13:18;03.09.2020 20:42
4767;Детский сад № ДО № 17 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, 11-я Парковая улица, дом 5А;12;20;Надежда Чихунова;корпус Аллы Сергеевны?? Это под вопросом;Нина Галаева;22.06.2018 14:09;31.10.2018 13:04
4768;Детский сад № ДО № 18 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Средняя Первомайская улица, дом 30;12;20;Надежда Чихунова;Алла Сергеевна(заведка) 89654143439 встречаться готова после ноябрьских праздников;Нина Галаева;22.06.2018 14:11;03.07.2020 14:29
4781;Детский сад № ДО № 2 Школа № 2055;Школа № 2055;;;;78;510;город Москва, Стрельбищенский переулок, дом 11Б;4;81;Надежда Чихунова; Детский сад № ДО № 6 Школа № 205;Нина Галаева;22.06.2018 15:31;12.02.2020 14:28
4754;Детский сад № ДО № 2 Школа № 597;Школа № 597;;;;78;510;город Москва, улица Лавочкина, дом 50, корпус 2;8;110;Надежда Дашиева;;Нина Галаева;22.06.2018 13:29;12.02.2020 9:42
4825;Детский сад № ДО № 2 Гимназия № 1579;Гимназия № 1579;;;;78;510;город Москва, улица Борисовские Пруды, дом 11, корпус 2;1;62;Марианна Вишнякова;;Нина Галаева;25.06.2018 14:00;11.09.2020 16:44
4928;Детский сад № ДО № 2 Лицей № 1367;Лицей № 1367;;;;78;510;Грайвороновская улица, 10к.3;3;103;Анна Гладкая;;Нина Галаева;26.06.2018 13:56;23.05.2020 11:55
4737;Детский сад № ДО № 2 ЦО № 1679;ЦО № 1679;;;;78;510;город Москва, Новопетровская улица, дом 5Б;8;38;Stager Prodaji;завед говорит, есть свои фотографы, ЦО бросают тр, не нужно ничего;Нина Галаева;22.06.2018 11:34;21.02.2020 11:58
4703;Детский сад № ДО № 2 Школа № 1095;Школа № 1095;;;;78;510;Москва, Староватутинский проезд, дом 9;7;6;Надежда Дашиева;;Нина Галаева;21.06.2018 16:57;12.02.2020 9:45
4806;Детский сад № ДО № 2 Школа № 1223;Школа № 1223;;;;78;510;Большая Академическая улица, дом 45А;8;38;Надежда Чихунова;;Нина Галаева;25.06.2018 13:09;25.06.2019 13:04
4706;Детский сад № ДО № 2 Школа № 1429;Школа № 1429;;;;78;510;город Москва, Спартаковская площадь, дом 5/7;4;7;Анастасия Балакина;1.10 не идут гудки ;Нина Галаева;21.06.2018 17:14;03.09.2020 20:18
4743;Детский сад № ДО № 2 Школа № 1950;Школа № 1950;;;;78;510;город Москва, Зоологическая улица, дом 17;4;81;Надежда Чихунова;;Нина Галаева;22.06.2018 12:03;12.02.2020 14:26
4813;Детский сад № ДО № 2 Школа № 498;Школа № 498;;;;78;510;город Москва, Крестьянская площадь, дом 2А, строение 1;4;101;Илья Грачев;2 сад Осипенко;Нина Галаева;25.06.2018 13:25;27.10.2020 19:13
4683;Детский сад № ДО № 3 Школа № 1125;Школа № 1125;;;;78;510;город Москва, улица Бусиновская Горка, дом 9;8;31;Илья Грачев;;Нина Галаева;21.06.2018 15:07;27.10.2020 19:15
4704;Детский сад № ДО № 3 Школа № 1095;Школа № 1095;;;;78;510;Москва, улица Лётчика Бабушкина, дом 31А;7;6;Надежда Дашиева;;Нина Галаева;21.06.2018 17:00;12.02.2020 9:45
4738;Детский сад № ДО № 3 Школа № 118;Школа № 118;;;;78;510;город Москва, улица Строителей, дом 3Б;2;50;Илья Грачев;активно убеждала встретиться, она сказала, можно только если к нам родители сами обратятся, все дело в запрете, не помогло даже то, что с др садами у нас налажен контакт;Нина Галаева;22.06.2018 11:47;27.10.2020 19:14
4807;Детский сад № ДО № 3 Школа № 1223;Школа № 1223;;;;78;510;город Москва, Михалковская улица, дом 20Б;8;38;Надежда Чихунова;;Нина Галаева;25.06.2018 13:12;25.06.2019 13:04
4696;Детский сад № ДО № 3 Школа № 1321;Школа № 1321;;;;78;510;город Москва, Авиамоторная улица, дом 45;3;48;Илья Грачев;;Нина Галаева;21.06.2018 15:57;27.10.2020 19:15
4616;Детский сад № ДО № 3 Школа № 1373;Школа № 1373;;;;78;510;город Москва, улица Чечулина, дом 24;12;34;Надежда Чихунова;2 сада у Янины;Нина Галаева;21.06.2018 9:56;01.08.2019 10:23
4771;Детский сад № ДО № 3 Школа № 1955;Школа № 1955;;;;78;510;город Москва, Тайнинская улица, дом 15, корпус 2;7;51;Надежда Чихунова;директор ответила, что школа организацией фото не занимается уже 5 лет,  в индивидуальном порядке рассматриваются отдельные обращения от родителей;Нина Галаева;22.06.2018 14:44;12.02.2020 14:27
4782;Детский сад № ДО № 3 Школа № 2055;Школа № 2055;;;;78;510;город Москва, улица Подвойского, дом 18А;4;81;Надежда Чихунова;Подписан договор с орг-ий. Заведующая не решает. Всё через  школу;Нина Галаева;22.06.2018 15:34;12.02.2020 14:28
4708;Детский сад № ДО № 3 Школа № 97;Школа № 97;;;;78;510;город Москва, Очаковское шоссе, дом 9;11;76;Марианна Вишнякова;;Нина Галаева;21.06.2018 17:35;15.09.2020 7:54
4672;Детский сад № ДО № 4 Школа № 1315;Школа № 1315;;odp6@sh1315.ru;;78;510;город Москва, Конаковский проезд, дом 11;8;24;Анна Гладкая;;Нина Галаева;21.06.2018 13:54;09.07.2020 11:52
4739;Детский сад № ДО № 4 Школа № 118;Школа № 118;;;;78;510;город Москва, улица Строителей, дом 4, корпус 3;2;50;Илья Грачев;кл не застала, очень подробно объяснила все др сотруднику, перезвонить после 15.00 29.11,  ей все передадут и скажут ответ;Нина Галаева;22.06.2018 11:49;27.10.2020 19:14
4808;Детский сад № ДО № 4 Школа № 1223;Школа № 1223;;;;78;510;город Москва, Большая Академическая улица, дом 63А;8;38;Надежда Чихунова;;Нина Галаева;25.06.2018 13:14;25.06.2019 13:04
4916;Детский сад № ДО № 4 Школа № 1362;Школа № 1362;;;;78;510;ул. Мироновская, д.9;12;96;Надежда Чихунова;на обре Светлана Алексеевна Гузанова;Нина Галаева;26.06.2018 12:55;19.11.2019 9:58
4772;Детский сад № ДО № 4 Школа № 1955;Школа № 1955;;;;78;510;город Москва, Тайнинская улица, дом 22, корпус 2;7;51;Надежда Чихунова;2 сад Ершовой, обр в шк, брос тр;Нина Галаева;22.06.2018 14:47;12.02.2020 14:27
4783;Детский сад № ДО № 4 Школа № 2055;Школа № 2055;;;;78;510;город Москва, Стрельбищенский переулок, дом 21А;4;81;Надежда Чихунова;Подписан договор с орг-ий. Заведующая не решает. Всё через  школу;Нина Галаева;22.06.2018 15:36;12.02.2020 14:29
4655;Детский сад № ДО № 4 Школа № 2087;Школа № 2087;;;;78;510;город Москва, Новочеркасский бульвар, дом 39;3;55;Надежда Чихунова;Нелли по всем 6 садам, Влад сказал, закрывать задачу;Нина Галаева;21.06.2018 12:57;22.04.2020 14:01
4662;Детский сад № ДО № 4 Школа № 224;Школа № 224;;;;78;510;город Москва, Нарвская улица, дом 8;8;18;Надежда Дашиева;;Нина Галаева;21.06.2018 13:20;09.10.2019 20:28
4816;Детский сад № ДО № 4 Школа № 498;Школа № 498;;;;78;510;город Москва, Добровольческая улица, дом 28, строение 1;4;101;Илья Грачев;запрет от комплекса;Нина Галаева;25.06.2018 13:30;27.10.2020 19:13
4817;Детский сад № ДО № 5 Школа № 498;Школа № 498;;;;78;510;город Москва, Тихий тупик, дом 2;4;101;Илья Грачев;запрет от комплекса;Нина Галаева;25.06.2018 13:33;27.10.2020 19:13
4740;Детский сад № ДО № 5 Школа № 118;Школа № 118;;;;78;510;город Москва, улица Строителей, дом 4, корпус 5;2;50;Илья Грачев;;Нина Галаева;22.06.2018 11:52;27.10.2020 19:14
4784;Детский сад № ДО № 5 Школа № 2055;Школа № 2055;;;;78;510;город Москва, Стрельбищенский переулок, дом 26/9 /;4;81;Надежда Чихунова;Подписан договор с орг-ий. Заведующая не решает. Всё через  школу;Нина Галаева;22.06.2018 15:39;12.02.2020 14:29
4663;Детский сад № ДО № 5 Школа № 224;Школа № 224;;;;78;510;город Москва, Нарвская улица, дом 1А, корпус 6;8;18;Надежда Дашиева;;Нина Галаева;21.06.2018 13:22;09.10.2019 20:28
4789;Детский сад № ДО № 5 Школа № 851;Школа № 851;;;;78;510;город Москва, Кировоградская улица, дом 8Б;1;115;Марианна Вишнякова;12.10 ШВЫРЯЕТ ТРУБКИ;Нина Галаева;22.06.2018 16:01;15.09.2020 7:48
4786;Детский сад № ДО № 6 Школа № 2055;Школа № 2055;;;;78;510;город Москва, Стрельбищенский переулок, дом 11А;4;81;Надежда Чихунова; Детский сад № ДО № 2 Школа № 2055;Нина Галаева;22.06.2018 15:42;12.02.2020 14:29
4657;Детский сад № ДО № 6 Школа № 2087;Школа № 2087;;;;78;510;город Москва, Люблинская улица, дом 114;3;52;Надежда Чихунова;спрашивать Татьяну Геннадьевну +7 (495) 349-24-00;Нина Галаева;21.06.2018 13:00;06.08.2020 15:07
4741;Детский сад № ДО № 7 Школа № 118;Школа № 118;;;;78;510;город Москва, Ломоносовский проспект, дом 19;2;50;Илья Грачев;;Нина Галаева;22.06.2018 11:54;27.10.2020 19:14
4707;Детский сад № ДО № 7 Школа № 953;Школа № 953;;;;78;510;город Москва, Мурановская улица, дом 7А;7;10;Илья Грачев;;Нина Галаева;21.06.2018 17:23;28.10.2020 11:54
4755;Детский сад № ДО № 8 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Средняя Первомайская улица, дом 11А;12;20;Надежда Чихунова;Алла Сергеевна(заведка) 89654143439;Нина Галаева;22.06.2018 13:47;03.07.2020 14:16
4756;Детский сад № ДО № 9 Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Верхняя Первомайская улица, дом 67;12;20;Надежда Чихунова;нд;Нина Галаева;22.06.2018 13:49;31.10.2018 12:40
4688;Детский сад № ДО Голубята Школа № 1288;Школа № 1288;;;;78;510;город Москва, Хорошёвское шоссе, дом 68А;8;112;Надежда Чихунова;Лидия выпускная гр альбомы;Нина Галаева;21.06.2018 15:31;29.01.2019 14:22
4701;Детский сад № ДО Дошкольник Школа № 1770;Школа № 1770;;;;78;510;город Москва, Нагатинская набережная, дом 56;1;64;Надежда Чихунова;;Нина Галаева;21.06.2018 16:22;12.02.2020 14:26
4700;Детский сад № ДО Кнопочки Школа № 1770;Школа № 1770;;;;78;510;город Москва, Судостроительная улица, дом 30, корпус 1;1;64;Надежда Чихунова;;Нина Галаева;21.06.2018 16:19;12.02.2020 14:26
4855;Детский сад № ДО пос. Акулово Школа № 448;Школа № 448;;;;78;510;город Москва, посёлок Акулово, дом 26А;;;Илья Грачев;;Нина Галаева;25.06.2018 16:17;28.10.2020 11:53
4679;Детский сад № ДО Пятницкое Лицей № 1799;Лицей № 1799;;;;78;510;город Москва, Пятницкая улица, дом 54;4;30;Stager Prodaji;Карпухина 2 сада;Нина Галаева;21.06.2018 14:36;19.02.2020 9:53
4680;Детский сад № ДО Шаболовка Лицей № 1799;Лицей № 1799;;;;78;510;город Москва, улица Шаболовка, дом 19А;4;123;Stager Prodaji;Бросила трубку.;Нина Галаева;21.06.2018 14:40;21.02.2020 12:29
4856;Детский сад № Дошкольное отделение Саянская ул., дом 13А Школа № 922;Школа № 922;+7(495)300-44-81;nd2229@mail.ru;;78;510;Саянская ул., дом 13А;12;34;Марианна Вишнякова;11.09 ЗАКРЫТ;Настя Пшеничная;25.06.2018 16:24;15.09.2020 7:47
4899;Детский сад № Дошкольные группы (ул. Оренбургская, д. 10) Школа № 2031;Школа № 2031;+7(495)700-25-13;gabova_gv@sch2031.ru;;78;510;Оренбургская улица, дом 10;12;39;Надежда Чихунова;Приходько Ирина Викторовна;Настя Пшеничная;25.06.2018 19:05;14.01.2020 12:08
4917;Детский сад № Дошкольный корпус № 6 Школа № 15;Школа № 15;+7(499)794-44-30;;;78;510;Херсонская улица, дом 27А;2;32;Надежда Дашиева;do6 @ sch15.ru;Настя Пшеничная;26.06.2018 13:13;28.11.2019 9:42
4940;Детский сад № Дошкольный корпус Полбина 28 Школа № 773;Школа № 773;+7(495)354-57-33;773@edu.mos.ru;;78;510;улица Полбина, дом 28;3;78;Надежда Чихунова;Школа не против, но инфо через e-mail!;Настя Пшеничная;26.06.2018 15:04;05.10.2020 10:25
4822;Детский сад № Здание № 1 Гимназия № 1573;Гимназия № 1573;+7(499)501-13-27;1573@edu.mos.ru;;78;510;Псковская улица, дом 11 ;7;49;Анастасия Балакина;До сада нд, дозваниваться, узнавать, кто кл;Настя Пшеничная;25.06.2018 13:56;03.09.2020 17:51
4612;Детский сад № Здание № 1 Школа № 1297;Школа № 1297;;;;78;510;город Москва, Большая Переяславская улица, дом 7А;4;58;Анастасия Балакина;Мещанский район;Нина Галаева;21.06.2018 9:35;03.09.2020 20:16
